	SHH_WT_models_highres31596.py	SHH_WT_models_highres1378.py	SHH_WT_models_highres4863.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres25781.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres8490.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres8834.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres23466.py	SHH_WT_models_highres2200.py	SHH_WT_models_highres12741.py	SHH_WT_models_highres47931.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres39011.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres15002.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres5002.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres30274.py	SHH_WT_models_highres7416.py	SHH_WT_models_highres24273.py	SHH_WT_models_highres1427.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres10707.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres27492.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres7736.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres38933.py	SHH_WT_models_highres38046.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres40627.py	SHH_WT_models_highres16260.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres40730.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres17007.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres27213.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres15001.py	SHH_WT_models_highres6063.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres15190.py	SHH_WT_models_highres20684.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres45679.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres27394.py	SHH_WT_models_highres12843.py	SHH_WT_models_highres5327.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres48059.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres34831.py	SHH_WT_models_highres9547.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres15191.py	SHH_WT_models_highres38493.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres32352.py	SHH_WT_models_highres44329.py	SHH_WT_models_highres34949.py	SHH_WT_models_highres92.py	SHH_WT_models_highres18152.py	SHH_WT_models_highres42121.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres24225.py	SHH_WT_models_highres32152.py	SHH_WT_models_highres30124.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres26145.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres42018.py	SHH_WT_models_highres11523.py	SHH_WT_models_highres3231.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres4341.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres9291.py	SHH_WT_models_highres12921.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres35888.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres4519.py	SHH_WT_models_highres36644.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres40847.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres32499.py	SHH_WT_models_highres29850.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres9675.py	SHH_WT_models_highres34461.py	SHH_WT_models_highres46795.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres40612.py	SHH_WT_models_highres44157.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres9943.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres23364.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres16398.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres8869.py	SHH_WT_models_highres31237.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres27253.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres43177.py	SHH_WT_models_highres7009.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres40714.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres45161.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres31883.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres40816.py	SHH_WT_models_highres4191.py	SHH_WT_models_highres44104.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres8601.py	SHH_WT_models_highres42759.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres9303.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres29052.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres49590.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres15620.py	SHH_WT_models_highres46847.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres33371.py	
SHH_WT_models_highres27253.py	1722.632	355.367	255.7	1712.024	1654.703	1725.119	426.425	1690.906	1697.244	1721.121	1757.256	1749.625	1733.059	1717.121	1719.6	1742.795	1725.225	371.601	1737.693	1650.036	1731.417	1725.758	1681.544	1735.49	446.738	505.59	418.815	317.235	1731.932	1733.29	373.282	1725.139	491.775	1704.103	1725.48	477.958	1735.798	1729.257	398.702	419.205	358.148	396.34	1687.441	769.611	1656.663	1742.612	1750.043	496.574	1694.945	354.163	1745.781	399.416	534.501	1717.246	134.312	366.712	1754.532	1737.089	487.623	1699.02	1747.756	515.02	1721.408	1718.582	360.577	1755.364	401.51	550.674	1722.805	1707.281	1675.343	1714.202	1741.435	1695.648	141.031	181.961	1745.547	500.347	1708.863	1730.856	522.262	477.889	543.236	1778.083	352.568	1722.116	1774.693	348.241	568.905	1701.82	1676.592	1715.549	1727.902	329.045	428.833	1727.863	445.664	336.193	322.705	1722.676	1674.495	277.904	1664.204	150.92	472.718	317.903	1728.189	1709.301	1714.777	1742.751	422.658	1709.193	1737.162	1724.682	495.883	357.873	648.544	1719.468	1708.238	1683.194	1715.638	395.717	1712.79	1681.86	380.076	414.861	1722.532	609.272	1717.168	470.347	525.025	1706.828	1766.452	450.067	1723.543	1765.5	338.084	574.716	1745.743	1755.822	303.819	490.159	518.551	1672.735	1657.676	1719.907	1730.87	553.55	307.79	1625.698	1743.411	333.944	1706.366	1709.805	178.466	1739.701	547.261	1750.703	1712.731	1753.053	351.045	507.075	1713.966	0.0	1725.586	1713.129	1717.662	585.281	480.639	1721.985	401.608	1746.122	1680.462	322.8	1744.083	1656.615	344.099	1656.734	1728.209	505.152	387.736	469.338	1692.165	1699.107	1735.64	503.725	474.764	1759.833	446.911	1704.562	510.063	1723.396	379.376	1708.712	1750.258	490.877	330.854	1666.989	1755.731	360.71	
SHH_WT_models_highres13173.py	443.038	1761.382	1750.987	310.057	486.25	255.146	1734.191	440.543	460.307	413.452	529.781	416.717	357.179	304.617	256.549	394.825	415.082	1760.969	376.653	399.845	361.163	327.076	441.641	496.849	1755.867	1700.35	1731.997	1748.953	409.963	270.1	1734.915	317.247	1698.025	224.593	345.693	1751.64	296.505	415.934	1754.5	1731.436	1743.056	1668.501	437.872	1785.0	372.079	310.847	362.521	1728.64	459.924	1778.333	424.68	1731.056	1781.272	396.077	1751.65	1723.022	469.558	360.69	1710.847	499.66	393.551	1704.635	260.117	366.498	1693.272	396.487	1709.091	1688.959	344.708	461.875	325.384	334.986	359.202	413.784	1724.666	1694.853	343.079	1751.442	451.857	347.089	1707.927	1727.057	1679.448	477.044	1758.529	166.579	481.811	1746.145	1665.929	423.159	437.69	378.141	375.565	1746.954	1763.287	409.661	1729.27	1745.306	1745.107	246.274	331.832	1756.293	267.903	1740.974	1717.152	1735.967	337.466	349.741	400.401	371.517	1722.001	388.298	398.534	456.665	1693.298	1771.717	1781.389	292.526	181.343	472.529	401.609	1776.397	141.421	372.426	1706.816	1712.621	390.567	1748.401	357.795	1677.512	1791.088	209.411	423.797	1783.761	355.462	550.842	1724.723	1662.757	386.167	392.291	1758.167	1710.623	1769.964	562.309	525.784	371.762	325.399	1688.205	1752.219	557.202	373.916	1748.03	381.821	385.906	1755.061	177.999	1672.601	402.997	248.04	419.159	1791.842	1762.608	312.383	1725.586	0.0	410.914	244.861	1650.373	1752.023	388.761	1730.339	422.453	335.847	1722.575	277.846	428.433	1699.885	431.674	198.171	1755.898	1686.738	1724.594	466.05	373.743	152.51	1743.954	1750.883	419.478	1723.857	270.579	1739.933	361.287	1686.404	410.158	412.308	1709.975	1729.099	430.493	422.656	1736.36	
SHH_WT_models_highres29684.py	402.803	1724.453	1731.871	248.797	500.979	284.17	1692.147	411.141	408.158	414.25	473.557	359.727	436.201	259.331	330.423	366.948	445.521	1737.487	366.485	360.337	397.18	296.356	524.007	319.642	1696.184	1656.419	1711.386	1738.893	379.332	198.77	1719.051	327.701	1656.476	303.351	161.864	1698.703	287.288	441.099	1734.038	1706.94	1738.136	1640.687	432.195	1715.708	278.542	249.641	344.378	1670.805	524.828	1754.737	367.717	1704.185	1729.367	403.31	1734.276	1714.161	334.581	479.183	1660.216	396.372	458.337	1657.5	243.722	514.692	1682.813	430.248	1671.047	1648.1	529.938	432.988	403.376	320.889	426.664	438.403	1711.44	1691.743	178.369	1729.521	519.066	159.641	1664.358	1705.097	1645.508	474.38	1755.842	338.963	464.512	1708.661	1620.132	483.319	447.018	132.968	148.415	1705.087	1740.725	498.065	1697.454	1737.155	1704.726	320.752	415.483	1725.135	419.316	1730.759	1706.384	1695.027	535.163	512.672	487.175	489.491	1699.468	491.026	470.024	373.981	1667.891	1730.929	1736.967	233.284	443.723	554.597	445.288	1750.311	432.891	228.428	1702.204	1693.28	511.18	1720.885	121.499	1641.298	1761.063	378.965	452.489	1742.576	496.48	512.465	1694.472	1598.762	300.321	437.657	1720.869	1678.51	1716.418	538.68	431.073	591.426	342.531	1665.278	1741.63	501.657	488.681	1712.307	193.439	468.783	1741.43	389.006	1645.976	432.317	353.636	402.236	1765.759	1735.425	202.807	1713.129	410.914	0.0	411.259	1617.385	1733.215	481.341	1682.509	499.196	408.601	1726.485	322.285	558.447	1702.464	322.977	387.96	1702.149	1676.642	1696.559	439.646	229.706	429.168	1709.069	1728.93	428.177	1672.859	332.82	1702.97	227.784	1682.408	139.486	440.401	1677.423	1701.228	528.206	567.602	1717.744	
SHH_WT_models_highres26194.py	438.683	1741.969	1739.196	301.931	490.343	302.58	1719.21	450.271	457.343	389.585	517.437	448.607	372.381	290.38	250.224	414.419	408.804	1750.702	426.353	360.531	397.211	290.943	398.546	497.855	1742.571	1693.075	1717.987	1731.196	433.534	291.713	1727.89	325.268	1688.999	216.906	351.202	1740.209	290.392	405.828	1740.815	1722.323	1738.114	1657.782	434.667	1783.891	335.072	331.821	355.915	1717.58	451.487	1762.803	424.937	1733.439	1770.462	423.799	1737.117	1712.998	478.719	404.515	1697.674	501.318	394.311	1699.908	282.945	338.647	1674.532	435.022	1700.696	1675.845	366.888	470.775	337.112	306.455	393.706	415.461	1711.751	1691.608	343.044	1754.207	416.7	354.337	1697.183	1716.4	1658.482	494.602	1745.167	276.685	513.319	1734.47	1655.037	446.724	430.825	385.7	373.02	1743.469	1746.137	395.223	1724.507	1742.445	1731.965	278.76	280.064	1743.611	267.156	1726.39	1697.34	1724.685	364.36	359.405	380.856	351.747	1724.265	364.317	463.361	420.226	1674.481	1757.619	1762.871	318.894	157.967	452.623	374.699	1770.686	171.55	380.11	1696.679	1717.838	369.818	1731.973	357.739	1658.957	1776.552	219.998	437.51	1768.828	365.239	540.014	1714.462	1645.86	388.114	451.264	1746.29	1712.264	1763.294	533.889	489.691	383.498	299.731	1676.581	1732.866	531.295	366.058	1738.553	365.41	410.804	1738.434	178.823	1661.196	404.683	278.297	447.825	1771.959	1765.883	322.065	1717.662	244.861	411.259	0.0	1635.801	1765.296	389.202	1722.674	419.725	309.369	1711.076	271.479	427.104	1701.574	406.216	213.18	1740.164	1673.348	1719.215	453.959	368.981	177.771	1734.77	1743.075	440.777	1707.709	235.443	1730.312	314.898	1682.086	413.134	407.071	1712.166	1722.641	407.218	409.515	1721.047	
SHH_WT_models_highres43177.py	1622.55	486.056	510.141	1595.455	1591.839	1621.976	317.586	1626.759	1632.679	1621.48	1655.588	1674.274	1666.92	1627.413	1618.929	1680.906	1634.44	442.455	1662.499	1559.782	1666.858	1610.933	1630.599	1642.495	382.651	286.868	484.526	472.106	1648.571	1652.072	452.797	1614.241	295.182	1622.142	1624.076	346.139	1629.679	1656.41	453.547	406.84	447.019	337.332	1628.186	665.815	1581.479	1638.344	1632.42	384.117	1629.328	502.659	1680.991	367.09	451.016	1640.793	557.745	470.713	1668.761	1668.336	362.961	1629.871	1662.142	307.489	1650.128	1664.453	456.261	1694.559	383.515	309.028	1676.88	1602.658	1596.048	1604.179	1678.898	1638.106	556.026	576.541	1653.994	532.879	1643.634	1639.45	297.589	429.396	494.228	1673.297	495.006	1651.151	1680.906	436.632	293.797	1622.556	1637.628	1623.278	1633.803	438.553	523.991	1656.832	529.637	457.157	446.749	1665.67	1593.387	538.511	1593.227	568.462	379.862	454.775	1674.903	1637.453	1644.597	1689.817	334.085	1647.065	1681.467	1597.175	241.024	427.812	626.697	1653.674	1634.115	1621.677	1651.252	515.818	1635.202	1614.499	395.57	372.6	1647.587	576.21	1634.609	341.71	572.844	1629.536	1698.942	379.073	1649.92	1659.266	473.299	293.769	1640.263	1686.95	468.551	317.779	478.696	1584.599	1576.137	1679.894	1616.512	408.247	542.394	1544.664	1689.839	444.731	1604.636	1645.751	562.714	1656.234	121.351	1695.825	1651.946	1673.866	486.552	521.86	1648.395	585.281	1650.373	1617.385	1635.801	0.0	560.123	1633.539	416.847	1721.022	1608.196	521.562	1633.914	1607.386	476.841	1548.634	1638.722	404.875	485.697	329.617	1636.171	1584.578	1658.564	306.459	451.389	1709.688	396.094	1623.451	334.097	1640.074	418.296	1609.779	1715.441	306.549	467.597	1599.47	1734.349	516.315	
SHH_WT_models_highres7009.py	1719.294	543.173	490.91	1744.812	1676.723	1762.575	475.634	1709.712	1713.36	1725.188	1739.694	1752.749	1760.871	1765.993	1764.937	1753.736	1730.688	502.249	1737.881	1708.734	1756.664	1749.353	1731.564	1728.562	485.026	507.231	564.215	479.103	1725.435	1743.021	500.124	1751.191	482.832	1728.961	1747.163	474.601	1775.65	1750.332	529.944	539.379	491.558	453.405	1711.608	783.107	1715.649	1771.582	1753.577	563.831	1717.511	513.509	1748.599	370.692	325.143	1719.697	476.292	521.619	1738.125	1763.784	487.893	1708.225	1756.078	489.388	1736.657	1761.98	550.129	1763.15	445.981	534.306	1743.267	1702.474	1730.652	1753.51	1739.397	1719.756	482.764	472.484	1751.85	188.624	1729.978	1746.307	476.268	568.214	643.83	1750.69	493.091	1744.414	1751.266	411.855	565.685	1717.566	1726.68	1739.823	1747.557	394.269	581.008	1758.973	593.479	473.653	418.773	1735.644	1739.121	506.454	1726.177	493.356	549.99	395.544	1753.749	1729.136	1737.097	1773.8	399.63	1731.267	1779.741	1721.681	474.242	429.141	718.806	1732.403	1742.616	1714.686	1755.215	520.647	1746.354	1730.883	495.103	372.114	1740.826	682.592	1736.057	497.561	638.073	1729.586	1768.147	474.08	1741.207	1739.011	403.802	592.643	1749.384	1756.988	413.923	426.492	306.893	1681.316	1664.718	1736.685	1745.363	612.712	504.585	1628.205	1783.197	432.269	1732.466	1712.071	505.957	1775.518	526.012	1762.02	1730.436	1750.77	515.927	238.997	1737.172	480.639	1752.023	1733.215	1765.296	560.123	0.0	1734.918	390.822	1726.362	1751.909	514.252	1758.613	1691.548	486.476	1697.298	1749.708	503.927	545.805	448.169	1718.168	1719.003	1764.401	469.39	562.547	1750.778	475.988	1723.182	478.823	1756.78	504.583	1744.03	1743.044	462.134	416.897	1680.198	1770.068	529.269	
SHH_WT_models_highres15999.py	231.26	1736.486	1735.337	390.156	317.845	380.497	1717.109	348.271	313.592	203.508	379.937	315.374	271.974	428.963	353.748	322.045	217.034	1761.025	311.769	469.747	294.053	380.276	295.85	367.785	1746.544	1698.473	1703.3	1743.092	279.173	420.702	1723.916	389.732	1695.604	397.866	437.484	1747.362	379.658	270.048	1750.114	1727.412	1741.99	1655.902	350.441	1790.352	440.746	382.98	433.725	1727.292	326.469	1758.175	347.067	1746.432	1732.421	325.159	1733.043	1711.638	362.798	194.144	1696.962	349.384	170.242	1704.804	435.085	275.802	1659.32	365.926	1701.536	1680.94	297.555	246.089	413.057	400.991	372.093	310.324	1714.604	1711.213	431.689	1720.201	309.765	448.051	1700.94	1723.909	1650.806	320.986	1751.194	408.225	347.93	1735.479	1661.507	271.745	511.364	476.151	459.336	1747.199	1731.52	244.741	1718.496	1756.55	1741.024	449.572	403.061	1740.937	392.775	1726.159	1695.02	1728.684	276.041	270.41	285.926	467.623	1738.363	236.965	278.654	508.64	1679.097	1760.067	1747.976	450.208	399.547	293.387	469.383	1770.986	372.455	483.833	1699.202	1723.197	266.285	1732.233	464.051	1654.718	1767.64	398.387	344.694	1777.548	237.257	371.081	1712.247	1646.335	448.782	316.792	1746.682	1711.009	1728.92	345.335	375.809	514.217	396.929	1674.522	1725.429	406.081	255.944	1744.671	448.9	407.132	1733.088	381.765	1661.134	473.188	440.918	315.948	1764.165	1739.38	449.956	1721.985	388.761	481.341	389.202	1633.539	1734.918	0.0	1718.14	546.503	419.166	1701.622	388.993	298.142	1720.231	475.965	396.621	1744.049	1661.289	1728.394	389.334	436.288	384.486	1744.757	1755.642	511.504	1713.104	427.138	1740.153	448.284	1680.121	490.442	506.929	1723.11	1724.287	289.404	569.862	1708.954	
SHH_WT_models_highres40714.py	1708.071	407.771	384.924	1698.066	1657.635	1718.871	246.99	1683.954	1683.885	1707.837	1732.548	1732.216	1732.417	1714.033	1717.576	1734.356	1716.518	439.059	1716.055	1647.218	1726.844	1708.861	1695.66	1705.897	249.209	319.429	474.177	426.774	1708.379	1712.142	452.442	1712.291	289.224	1698.545	1702.18	265.668	1729.381	1724.701	461.847	460.375	457.953	249.741	1677.977	630.746	1650.024	1723.867	1718.643	332.673	1695.616	430.897	1728.417	243.433	310.753	1703.166	386.397	453.573	1718.504	1744.229	242.154	1677.361	1745.237	310.587	1709.719	1733.638	451.929	1749.73	205.491	342.444	1733.556	1692.514	1679.226	1704.344	1718.45	1684.986	372.529	428.159	1714.328	387.915	1707.155	1702.809	291.202	501.018	534.533	1750.615	460.759	1716.246	1746.393	212.595	376.176	1705.665	1709.836	1695.879	1701.778	176.936	514.857	1735.506	501.54	454.809	168.891	1715.253	1677.862	394.257	1670.324	403.438	497.143	168.03	1740.142	1711.394	1720.656	1781.844	289.28	1716.225	1756.51	1681.948	316.247	256.008	644.211	1700.585	1716.598	1687.784	1747.154	488.987	1718.274	1676.057	463.773	277.59	1723.369	620.676	1693.596	298.193	537.742	1702.011	1755.164	293.788	1725.726	1735.379	220.493	393.878	1712.584	1742.206	194.12	280.704	330.664	1655.427	1644.82	1761.07	1706.101	559.691	430.232	1613.2	1761.349	213.427	1680.109	1687.455	405.27	1743.755	393.766	1771.979	1703.895	1728.211	438.739	370.721	1699.787	401.608	1730.339	1682.509	1722.674	416.847	390.822	1718.14	0.0	1754.896	1687.486	469.456	1723.047	1666.102	461.526	1646.477	1721.807	301.274	460.805	319.948	1676.803	1666.653	1741.709	335.045	499.822	1770.158	284.743	1689.22	351.22	1712.542	469.317	1688.004	1765.965	318.704	243.43	1663.603	1788.433	460.953	
SHH_WT_models_highres22556.py	557.779	1766.633	1759.902	510.828	604.882	487.752	1781.296	513.351	532.936	539.121	614.861	491.247	460.906	456.814	475.358	483.156	513.733	1768.751	477.387	560.551	486.421	520.096	511.014	545.242	1791.256	1742.593	1757.654	1760.933	489.887	393.428	1761.459	533.77	1742.114	421.941	470.267	1780.976	504.519	559.005	1766.059	1750.385	1765.442	1725.348	499.295	1804.546	478.585	487.501	532.841	1760.76	549.039	1789.948	477.129	1753.274	1774.556	498.916	1778.244	1745.187	513.261	524.902	1763.298	546.333	533.836	1744.493	388.803	482.9	1723.795	489.469	1751.049	1740.027	495.237	579.423	539.891	507.675	460.457	497.665	1748.02	1707.133	441.064	1728.637	562.915	466.506	1750.702	1743.654	1680.784	607.222	1777.927	392.799	594.266	1782.648	1718.518	575.035	305.97	476.511	465.192	1769.86	1784.798	504.381	1733.364	1761.963	1765.922	381.155	508.132	1764.432	488.392	1767.39	1741.396	1762.537	484.791	501.998	524.603	280.268	1749.796	514.414	531.952	587.234	1757.919	1804.734	1785.495	382.027	418.393	574.139	362.258	1783.366	410.621	455.954	1736.483	1736.902	495.375	1755.471	424.545	1740.507	1790.858	394.075	499.966	1809.495	513.554	660.368	1764.653	1719.642	536.101	497.305	1788.994	1749.054	1760.536	640.155	595.527	292.36	498.364	1703.58	1778.258	640.919	524.526	1775.098	458.984	461.022	1779.543	435.187	1737.434	357.507	364.534	473.304	1807.882	1735.06	402.099	1746.122	422.453	499.196	419.725	1721.022	1726.362	546.503	1754.896	0.0	527.485	1762.151	506.212	574.256	1721.53	591.597	419.613	1792.435	1717.494	1765.929	490.254	518.605	415.311	1779.698	1755.941	321.057	1771.429	411.643	1782.356	455.978	1723.788	517.394	198.935	1741.907	1766.003	556.895	235.283	1763.222	
SHH_WT_models_highres37468.py	438.277	1703.895	1702.785	308.114	392.834	284.8	1676.975	410.834	389.664	422.987	540.725	455.859	427.387	294.102	251.957	456.802	445.079	1721.177	458.148	229.809	421.278	330.623	391.154	489.799	1704.4	1664.234	1682.692	1703.354	464.559	327.421	1686.674	311.721	1658.651	327.047	345.094	1711.02	278.273	393.903	1711.318	1689.563	1706.032	1620.803	405.132	1761.558	256.703	296.483	391.313	1681.342	447.215	1726.12	472.272	1708.094	1733.564	459.517	1698.238	1674.411	493.337	430.095	1655.515	431.81	454.799	1673.447	363.905	439.104	1634.987	479.843	1661.684	1643.343	457.697	448.767	251.59	302.313	480.759	391.469	1672.742	1665.097	363.913	1737.844	433.008	358.669	1668.338	1683.628	1629.742	515.072	1715.383	365.72	541.822	1695.415	1622.494	454.262	415.772	385.183	362.048	1708.746	1707.376	454.937	1692.199	1716.26	1698.464	380.917	229.275	1705.686	219.173	1690.163	1668.971	1689.584	471.44	459.426	458.123	424.065	1708.272	434.186	450.041	436.243	1642.336	1717.493	1737.988	385.689	360.383	450.332	385.801	1736.611	337.363	318.294	1668.413	1699.638	472.255	1699.772	376.645	1622.917	1747.337	325.17	515.828	1731.195	455.519	563.749	1677.462	1607.079	380.323	520.492	1704.744	1682.668	1730.198	433.492	456.254	522.209	364.222	1654.128	1697.375	424.45	416.284	1703.422	395.179	516.796	1700.606	300.535	1635.83	418.709	395.156	480.943	1734.971	1751.732	383.265	1680.462	335.847	408.601	309.369	1608.196	1751.909	419.166	1687.486	527.485	0.0	1676.615	319.714	392.754	1678.322	330.858	348.665	1704.18	1638.965	1692.761	421.891	350.141	357.153	1707.676	1722.021	449.125	1671.183	372.887	1702.357	366.017	1652.27	371.567	468.137	1696.525	1688.754	439.141	499.603	1684.336	
SHH_WT_models_highres45161.py	1707.76	366.946	290.003	1707.806	1643.19	1719.939	402.476	1680.398	1684.781	1704.437	1741.517	1734.529	1713.768	1715.985	1711.619	1727.548	1709.475	388.287	1724.863	1652.482	1715.405	1723.712	1663.035	1726.406	459.973	489.184	355.642	334.575	1721.402	1742.743	354.71	1722.718	505.412	1707.904	1732.593	480.898	1732.856	1708.921	406.303	385.566	317.808	378.139	1676.442	774.583	1661.507	1735.104	1753.136	491.602	1677.715	382.924	1735.249	423.873	515.748	1707.374	315.811	338.476	1744.69	1717.349	456.787	1690.562	1730.258	512.087	1730.768	1701.415	310.509	1738.931	409.237	536.983	1709.281	1694.591	1670.399	1715.405	1732.682	1682.546	318.913	328.625	1755.155	502.104	1687.621	1739.897	538.188	456.232	477.812	1760.781	337.277	1721.477	1753.415	362.76	547.127	1680.327	1686.103	1727.205	1738.59	395.026	374.408	1706.368	405.503	359.537	431.694	1734.532	1671.897	335.527	1664.459	331.775	382.764	406.707	1713.777	1693.886	1693.069	1740.125	432.013	1696.131	1717.448	1735.623	466.227	391.666	576.757	1735.114	1704.592	1665.532	1717.729	381.256	1707.649	1695.449	313.978	423.357	1704.457	597.418	1732.124	425.477	485.607	1713.267	1745.564	458.483	1707.002	1750.824	373.696	538.508	1757.114	1736.368	382.491	497.197	533.965	1660.592	1650.367	1720.449	1733.629	475.464	299.715	1621.074	1722.894	401.489	1714.287	1707.417	355.859	1733.807	485.315	1753.531	1720.15	1742.187	359.696	549.531	1729.307	322.8	1722.575	1726.485	1711.076	521.562	514.252	1701.622	469.456	1762.151	1676.615	0.0	1743.901	1643.115	345.798	1658.224	1727.66	469.54	291.903	468.986	1682.083	1703.714	1728.564	489.399	446.407	1774.806	455.031	1708.577	488.384	1727.948	304.457	1712.66	1764.896	475.622	362.161	1649.139	1759.623	293.083	
