	SHH_WT_models38454.py	SHH_WT_models39215.py	SHH_WT_models3827.py	SHH_WT_models40786.py	SHH_WT_models10615.py	SHH_WT_models11746.py	SHH_WT_models357.py	SHH_WT_models12018.py	SHH_WT_models35923.py	SHH_WT_models1483.py	SHH_WT_models27725.py	SHH_WT_models22704.py	SHH_WT_models46610.py	SHH_WT_models25210.py	SHH_WT_models8890.py	SHH_WT_models21516.py	SHH_WT_models48773.py	SHH_WT_models491.py	SHH_WT_models1192.py	SHH_WT_models38276.py	SHH_WT_models49283.py	SHH_WT_models29668.py	SHH_WT_models2238.py	SHH_WT_models29348.py	SHH_WT_models37141.py	SHH_WT_models14847.py	SHH_WT_models30347.py	SHH_WT_models41853.py	SHH_WT_models7344.py	SHH_WT_models1588.py	SHH_WT_models22421.py	SHH_WT_models8764.py	SHH_WT_models39507.py	SHH_WT_models15435.py	SHH_WT_models41149.py	SHH_WT_models45309.py	SHH_WT_models11760.py	SHH_WT_models44296.py	SHH_WT_models47603.py	SHH_WT_models35629.py	SHH_WT_models44428.py	SHH_WT_models36637.py	SHH_WT_models47783.py	SHH_WT_models44981.py	SHH_WT_models37228.py	SHH_WT_models36833.py	SHH_WT_models2378.py	SHH_WT_models22582.py	SHH_WT_models34183.py	SHH_WT_models44943.py	SHH_WT_models28174.py	SHH_WT_models42616.py	SHH_WT_models6662.py	SHH_WT_models18902.py	SHH_WT_models26485.py	SHH_WT_models27908.py	SHH_WT_models40839.py	SHH_WT_models29459.py	SHH_WT_models17169.py	SHH_WT_models38759.py	SHH_WT_models19239.py	SHH_WT_models42278.py	SHH_WT_models15235.py	SHH_WT_models25278.py	SHH_WT_models9748.py	SHH_WT_models32436.py	SHH_WT_models37719.py	SHH_WT_models33732.py	SHH_WT_models34323.py	SHH_WT_models19436.py	SHH_WT_models34283.py	SHH_WT_models5070.py	SHH_WT_models17200.py	SHH_WT_models37605.py	SHH_WT_models7718.py	SHH_WT_models40490.py	SHH_WT_models1709.py	SHH_WT_models31532.py	SHH_WT_models30779.py	SHH_WT_models2347.py	SHH_WT_models15552.py	SHH_WT_models16149.py	SHH_WT_models10306.py	SHH_WT_models30402.py	SHH_WT_models13634.py	SHH_WT_models41778.py	SHH_WT_models29007.py	SHH_WT_models36378.py	SHH_WT_models31832.py	SHH_WT_models39112.py	SHH_WT_models24206.py	SHH_WT_models5307.py	SHH_WT_models12433.py	SHH_WT_models18377.py	SHH_WT_models12231.py	SHH_WT_models49537.py	SHH_WT_models9944.py	SHH_WT_models48341.py	SHH_WT_models25404.py	SHH_WT_models25325.py	SHH_WT_models8984.py	SHH_WT_models1789.py	SHH_WT_models6373.py	SHH_WT_models17583.py	SHH_WT_models47710.py	SHH_WT_models41859.py	SHH_WT_models21876.py	SHH_WT_models31879.py	SHH_WT_models22069.py	SHH_WT_models38869.py	SHH_WT_models21025.py	SHH_WT_models192.py	SHH_WT_models23133.py	SHH_WT_models19903.py	SHH_WT_models7880.py	SHH_WT_models27167.py	SHH_WT_models32722.py	SHH_WT_models18570.py	SHH_WT_models41837.py	SHH_WT_models40274.py	SHH_WT_models29228.py	SHH_WT_models38655.py	SHH_WT_models717.py	SHH_WT_models8847.py	SHH_WT_models28238.py	SHH_WT_models34190.py	SHH_WT_models6070.py	SHH_WT_models5447.py	SHH_WT_models27032.py	SHH_WT_models1166.py	SHH_WT_models33698.py	SHH_WT_models49440.py	SHH_WT_models43041.py	SHH_WT_models43346.py	SHH_WT_models44997.py	SHH_WT_models32237.py	SHH_WT_models9283.py	SHH_WT_models49996.py	SHH_WT_models45114.py	SHH_WT_models7095.py	SHH_WT_models18557.py	SHH_WT_models11029.py	SHH_WT_models41538.py	SHH_WT_models13902.py	SHH_WT_models9585.py	SHH_WT_models27717.py	SHH_WT_models29730.py	SHH_WT_models45774.py	SHH_WT_models8077.py	SHH_WT_models40317.py	SHH_WT_models42102.py	SHH_WT_models7530.py	SHH_WT_models31195.py	SHH_WT_models10580.py	SHH_WT_models17316.py	SHH_WT_models40479.py	SHH_WT_models17085.py	SHH_WT_models28244.py	SHH_WT_models47890.py	SHH_WT_models14471.py	SHH_WT_models11050.py	SHH_WT_models32291.py	SHH_WT_models32644.py	SHH_WT_models32695.py	SHH_WT_models7948.py	SHH_WT_models32116.py	SHH_WT_models3886.py	SHH_WT_models11273.py	SHH_WT_models17399.py	SHH_WT_models4621.py	SHH_WT_models4070.py	SHH_WT_models34817.py	SHH_WT_models35309.py	SHH_WT_models41274.py	SHH_WT_models5926.py	SHH_WT_models35708.py	SHH_WT_models33622.py	SHH_WT_models9654.py	SHH_WT_models28611.py	SHH_WT_models23029.py	SHH_WT_models40865.py	SHH_WT_models40152.py	SHH_WT_models32950.py	SHH_WT_models13608.py	SHH_WT_models34664.py	SHH_WT_models2611.py	SHH_WT_models39351.py	SHH_WT_models34543.py	SHH_WT_models8846.py	SHH_WT_models37289.py	SHH_WT_models488.py	SHH_WT_models38204.py	SHH_WT_models571.py	SHH_WT_models34442.py	SHH_WT_models17286.py	SHH_WT_models9457.py	SHH_WT_models15986.py	SHH_WT_models28664.py	SHH_WT_models1811.py	SHH_WT_models30093.py	
SHH_WT_models10580.py	4269.153	4121.394	1283.557	1344.244	1111.922	4163.56	1199.963	4167.368	4265.914	4235.557	1355.266	4219.426	4147.817	4204.388	4221.498	4144.263	4278.37	1323.009	1389.772	4175.443	4184.958	4197.325	1316.661	4215.064	1223.094	4152.558	1306.451	1377.304	1318.246	1300.093	1338.071	1427.55	4195.473	1253.743	4060.439	1271.551	4116.254	1368.557	1379.923	1386.555	4176.924	4150.721	4158.455	4113.766	1349.676	4147.803	4206.444	4233.624	1421.704	4157.27	4292.517	1300.852	1354.485	1445.221	4147.311	4311.574	1408.146	4150.015	4248.87	1404.503	1345.707	4120.92	4122.903	1433.26	4174.183	1424.117	1412.835	1376.013	4153.061	1475.085	4174.837	4154.842	1233.902	4143.968	1378.285	1399.917	4132.339	4165.043	1443.875	4107.783	4225.888	1474.826	4293.357	465.667	1149.038	4399.024	4097.444	1437.041	501.563	4376.128	841.585	570.531	535.738	4369.38	4273.283	4472.598	441.847	4448.137	4111.581	4233.947	607.019	4426.132	434.389	379.174	445.264	564.632	4427.3	556.407	4453.785	4261.721	336.56	4452.679	4446.513	620.552	379.934	4424.018	756.09	4232.857	4229.845	4242.461	461.301	4476.494	4407.385	4306.182	4440.043	4424.556	4390.228	4235.638	466.444	410.836	4333.528	346.697	542.26	4424.852	461.733	4354.257	550.714	501.062	303.08	4285.135	550.36	512.793	647.472	4480.17	4386.46	472.709	4411.285	466.164	4424.336	4349.52	4249.704	4427.939	4160.426	0.0	433.584	4338.012	4481.027	718.802	351.344	4438.345	4448.857	375.355	420.523	4453.818	4439.008	4424.307	4319.435	4344.82	448.8	602.868	714.245	724.2	4440.345	4441.132	544.048	449.334	4339.89	4521.362	4361.602	449.922	481.765	4402.002	4241.859	380.502	4460.774	4378.111	493.475	409.874	4412.187	4161.207	454.218	363.221	4311.909	4409.935	541.249	4254.12	420.214	565.907	497.25	468.223	
SHH_WT_models17316.py	4266.625	4111.242	1328.916	1320.002	1168.577	4163.63	1168.037	4169.407	4276.717	4242.389	1359.5	4228.043	4143.813	4202.812	4228.364	4134.819	4286.647	1301.841	1435.609	4177.391	4197.22	4200.111	1330.742	4219.83	1210.44	4142.485	1314.26	1359.842	1315.383	1307.659	1302.694	1428.977	4202.98	1233.839	4049.835	1333.589	4122.611	1387.517	1385.338	1383.529	4180.127	4158.095	4165.31	4119.301	1413.109	4152.075	4219.433	4240.895	1426.798	4166.198	4305.725	1312.4	1403.863	1463.788	4151.77	4319.235	1435.162	4153.74	4256.766	1378.499	1344.919	4119.06	4121.409	1410.329	4176.289	1400.008	1357.066	1446.596	4160.823	1496.589	4174.643	4164.627	1259.36	4150.066	1404.982	1339.884	4143.56	4174.378	1477.839	4111.139	4221.928	1482.522	4289.599	461.601	1166.903	4391.413	4099.852	1470.943	376.361	4340.256	841.94	563.821	581.516	4356.235	4271.252	4464.37	414.267	4437.13	4118.776	4238.013	708.328	4415.658	240.483	329.223	318.554	692.971	4419.517	721.311	4443.262	4273.815	492.236	4453.879	4447.844	761.453	330.991	4421.073	862.998	4223.457	4230.351	4241.439	343.799	4467.721	4399.284	4302.409	4433.316	4413.941	4377.108	4242.267	504.175	351.643	4322.743	407.931	394.169	4421.252	437.772	4338.241	414.614	350.542	427.24	4286.101	554.083	489.75	723.05	4486.878	4380.08	351.572	4407.784	498.079	4423.01	4346.417	4258.905	4425.412	4157.082	433.584	0.0	4338.359	4477.124	716.862	323.303	4451.275	4439.442	444.22	442.158	4448.791	4438.84	4415.856	4329.146	4337.003	465.064	554.418	738.577	772.298	4440.276	4445.204	346.277	391.612	4339.654	4533.763	4355.36	335.533	386.707	4391.201	4249.127	415.465	4457.832	4374.044	466.042	474.875	4403.94	4164.156	391.933	385.752	4307.921	4407.9	425.02	4261.433	375.841	512.369	331.046	373.111	
SHH_WT_models40479.py	1307.484	1227.136	4170.72	4054.815	4167.858	1188.46	4068.947	1104.818	1229.148	1242.725	4289.58	1231.485	1320.416	1289.605	1261.55	1265.701	1260.806	4098.509	4411.579	1142.154	1239.949	1071.273	4135.265	1295.914	4096.117	1276.734	4048.4	4035.396	4090.169	4070.77	4159.264	4039.278	1287.625	4253.23	1304.055	4080.881	1241.775	4166.144	4039.152	4145.135	1357.686	1254.411	1268.19	1270.11	4064.411	1235.503	1212.091	1230.234	4035.355	1289.402	1246.299	4051.732	4107.529	4113.007	1186.341	1224.262	4055.034	1162.053	1304.739	4144.039	4052.567	1265.867	1267.374	3899.593	1288.99	4121.894	4079.24	4097.441	1244.081	4048.885	1122.92	1281.404	4122.689	1397.126	4053.961	4072.784	1349.985	1404.069	4035.339	1441.362	537.132	4017.563	610.071	4359.998	3962.551	381.897	1357.362	4007.988	4347.723	1930.952	4504.959	4166.706	4161.56	438.041	469.354	616.518	4317.715	620.365	1361.05	668.736	4138.996	513.08	4319.5	4289.49	4331.783	4161.352	402.888	4175.642	652.059	496.663	4357.298	428.817	368.163	4132.263	4374.122	449.372	4123.256	695.306	395.387	520.161	4276.405	671.188	391.341	410.582	439.019	627.65	597.938	581.118	4316.842	4271.601	416.289	4296.862	4232.451	420.191	4262.887	516.092	4326.23	4318.102	4298.032	327.925	4177.082	4236.871	4197.484	611.483	314.557	4273.163	369.757	4273.221	431.027	192.256	666.95	397.689	615.966	4338.012	4338.359	0.0	791.991	4107.834	4349.771	525.484	513.976	4421.126	4295.59	500.306	404.33	428.905	489.074	343.962	4316.056	4244.997	4066.4	4526.251	400.854	432.556	4280.686	4263.217	504.459	869.101	263.747	4255.529	4242.887	430.956	593.608	4311.097	496.183	298.562	4256.953	4314.701	473.381	761.298	4293.541	4304.682	341.583	294.713	4204.641	573.435	4248.064	4235.505	4292.36	4217.94	
SHH_WT_models17085.py	1319.267	1421.931	4288.109	4174.127	4292.21	1400.311	4177.739	1303.984	1247.57	1284.415	4379.686	1271.539	1503.488	1503.27	1458.638	1500.678	1406.274	4195.727	4403.546	1492.792	1528.362	1354.578	4253.88	1464.424	4243.606	1382.658	4178.583	4176.125	4219.116	4176.752	4274.535	4162.534	1572.258	4350.295	1548.47	4246.768	1511.282	4263.574	4162.144	4241.943	1607.059	1548.825	1602.262	1592.568	4181.913	1597.372	1383.259	1478.617	4147.588	1605.399	1369.474	4209.463	4219.928	4211.726	1581.449	1436.452	4189.383	1509.295	1493.638	4252.699	4192.509	1549.362	1579.459	4019.608	1549.55	4210.486	4173.259	4224.288	1620.763	4146.091	1401.164	1595.838	4220.854	1635.245	4206.013	4190.617	1675.405	1665.408	4150.075	1650.03	947.819	4143.874	884.687	4473.27	4117.31	593.58	1618.133	4144.936	4449.337	1746.821	4461.702	4342.228	4339.148	577.996	850.573	460.195	4426.482	441.883	1680.136	956.451	4306.469	495.049	4460.113	4447.511	4454.011	4330.828	536.421	4347.74	417.368	933.674	4460.882	470.312	539.572	4321.694	4479.378	573.062	4265.866	1043.875	889.221	974.512	4419.371	266.976	540.693	860.799	606.612	483.662	615.714	988.397	4475.578	4422.244	810.868	4454.943	4386.549	572.562	4406.839	773.164	4440.87	4453.578	4460.093	858.664	4338.698	4396.471	4358.683	385.938	640.559	4418.297	553.791	4436.837	566.621	760.686	876.876	519.982	1064.066	4481.027	4477.124	791.991	0.0	4291.57	4465.87	500.325	431.042	4485.144	4451.105	485.074	564.097	573.313	913.595	649.226	4458.353	4403.738	4241.661	4492.624	562.484	521.061	4443.224	4419.297	678.609	398.487	743.491	4418.957	4402.21	623.573	973.177	4460.256	475.404	638.008	4398.991	4460.128	509.684	1092.559	4441.815	4458.162	687.394	697.363	4368.646	1037.314	4416.579	4397.84	4441.323	4387.747	
SHH_WT_models28244.py	4090.445	3901.356	1166.252	1102.044	1139.796	3943.767	1221.225	3960.717	4135.579	4145.866	1485.22	4127.001	3915.924	3984.283	4051.381	3909.856	4128.755	1361.871	1651.609	3993.597	4024.734	3985.173	1373.404	4020.017	1225.968	3993.319	1335.061	1109.202	1346.965	1393.497	1385.659	1131.357	4005.884	1368.609	3818.713	1090.98	3944.333	1501.968	1382.286	1442.335	3963.42	3983.332	3994.882	3927.909	1363.312	3972.278	4095.127	4044.93	1392.945	3975.039	4156.726	1248.863	1428.835	1371.193	3961.212	4135.143	1387.716	3951.706	4071.739	1479.149	1360.49	3949.206	3938.997	1111.267	4021.023	1506.449	1430.241	1468.176	3973.866	1425.506	3938.437	3989.89	1361.885	3962.809	1374.539	1414.697	3946.606	3974.522	1426.144	3895.929	3986.903	1424.179	4064.01	816.106	821.19	4161.925	3903.138	1474.944	864.709	4222.277	1155.113	568.04	534.915	4122.586	4038.316	4265.398	817.085	4252.673	3924.636	4034.852	632.534	4203.105	724.711	736.28	755.006	651.967	4206.384	577.477	4263.347	4076.773	818.992	4257.725	4236.502	400.699	787.342	4197.513	796.761	3980.712	4005.47	4022.87	804.481	4272.677	4181.883	4071.555	4222.454	4195.395	4142.954	4020.931	653.945	709.718	4082.765	710.234	713.002	4209.307	781.471	4090.204	902.182	816.651	665.547	4061.431	630.959	756.687	497.769	4342.587	4153.561	706.673	4187.246	742.678	4215.281	4115.218	4070.292	4208.822	3917.515	718.802	716.862	4107.834	4291.57	0.0	787.223	4248.569	4219.141	882.468	809.049	4250.06	4237.756	4212.056	4132.26	4109.941	857.729	813.484	281.404	1119.981	4244.781	4229.075	634.839	763.368	4101.918	4419.619	4126.298	697.268	562.175	4152.013	4066.081	670.635	4261.269	4159.611	834.093	836.241	4179.264	3934.949	781.118	704.453	4085.468	4190.185	654.724	4063.363	711.551	798.465	760.998	580.977	
SHH_WT_models47890.py	4279.464	4136.754	1343.958	1391.213	1166.726	4186.847	1214.783	4188.211	4268.594	4237.217	1348.036	4224.081	4176.382	4231.104	4237.814	4161.315	4286.432	1338.636	1349.627	4190.074	4207.765	4215.643	1359.332	4237.802	1239.472	4155.187	1337.319	1448.011	1349.051	1322.388	1339.009	1505.779	4219.209	1241.638	4080.118	1339.534	4132.325	1386.683	1421.696	1407.604	4207.072	4169.554	4178.67	4134.968	1428.008	4165.465	4215.97	4254.191	1468.9	4180.547	4298.775	1337.522	1404.376	1490.455	4166.809	4323.783	1462.422	4170.158	4264.111	1400.262	1394.108	4131.393	4138.879	1507.523	4186.573	1427.464	1414.412	1442.09	4174.007	1526.237	4202.784	4176.836	1239.796	4166.453	1419.217	1414.742	4163.654	4192.678	1495.642	4141.96	4239.83	1511.729	4303.617	354.882	1230.247	4402.967	4117.57	1484.72	329.509	4358.634	754.882	583.278	606.41	4372.455	4287.325	4470.742	362.354	4434.716	4137.209	4247.219	705.163	4417.777	311.15	288.784	321.573	669.646	4423.632	692.737	4440.387	4277.443	342.506	4447.896	4445.024	740.17	262.333	4423.403	840.417	4247.566	4244.991	4251.74	371.612	4464.576	4409.379	4319.212	4439.216	4423.186	4396.709	4254.425	424.411	314.413	4342.987	304.088	441.375	4422.654	385.564	4363.207	377.683	392.612	337.08	4297.522	567.471	429.147	738.002	4465.22	4391.781	302.151	4413.862	460.797	4428.965	4363.058	4261.601	4429.22	4176.883	351.344	323.303	4349.771	4465.87	787.223	0.0	4447.393	4444.385	290.801	331.911	4449.755	4433.026	4423.421	4327.623	4347.759	403.565	547.731	782.217	675.123	4432.341	4445.54	440.282	328.797	4355.209	4510.139	4367.715	360.257	458.806	4406.418	4252.931	291.16	4451.56	4382.209	418.651	386.124	4413.77	4183.144	330.14	272.465	4320.486	4410.696	482.681	4268.022	325.963	484.263	381.259	478.448	
SHH_WT_models14471.py	1219.157	1281.323	4241.759	4139.934	4238.954	1222.974	4144.065	1149.242	1158.856	1186.523	4357.171	1187.939	1332.306	1319.867	1296.925	1372.629	1257.426	4156.324	4396.359	1295.274	1305.568	1187.858	4205.939	1297.794	4204.21	1312.268	4132.373	4125.12	4175.541	4136.844	4232.657	4128.134	1365.333	4314.356	1426.754	4197.038	1312.039	4224.244	4118.659	4206.587	1398.626	1327.041	1383.796	1375.32	4131.254	1378.277	1243.035	1301.271	4109.557	1383.261	1240.658	4162.697	4169.567	4171.426	1362.231	1259.117	4137.635	1315.674	1327.464	4214.107	4142.025	1397.758	1396.673	3979.068	1384.729	4176.94	4139.715	4167.114	1408.828	4107.003	1236.778	1385.846	4182.57	1453.232	4159.269	4151.446	1441.688	1440.884	4100.991	1458.02	782.955	4102.456	749.081	4463.065	4073.682	524.315	1474.395	4093.286	4437.824	1906.983	4485.262	4306.605	4299.667	522.628	677.114	521.569	4404.424	507.579	1483.292	748.442	4258.569	502.147	4434.616	4419.096	4432.726	4285.274	462.675	4298.007	499.256	693.006	4438.66	363.037	367.491	4270.877	4466.815	402.165	4218.016	875.88	658.542	829.35	4392.732	441.611	435.641	668.665	535.879	577.3	622.19	753.462	4450.92	4392.798	675.207	4428.089	4361.349	456.224	4380.803	673.543	4427.953	4432.102	4426.074	650.069	4300.831	4373.944	4311.126	391.389	461.425	4400.77	419.188	4404.209	454.419	498.302	706.565	368.115	865.042	4438.345	4451.275	525.484	500.325	4248.569	4447.393	0.0	395.812	4469.331	4425.783	452.432	488.078	490.357	720.354	590.056	4429.676	4378.061	4203.036	4498.624	469.247	289.058	4417.562	4394.756	539.708	584.461	562.378	4392.87	4371.759	478.604	780.101	4436.855	410.817	506.808	4371.837	4431.64	424.82	850.192	4417.734	4433.123	555.093	499.658	4341.313	835.741	4387.732	4374.161	4422.394	4353.358	
SHH_WT_models11050.py	1246.862	1332.863	4257.867	4138.647	4264.892	1280.534	4157.305	1189.846	1191.503	1262.945	4373.461	1270.065	1378.881	1353.747	1345.286	1377.908	1295.544	4174.598	4424.573	1330.524	1393.514	1215.771	4224.541	1330.822	4200.67	1340.694	4143.845	4128.466	4186.771	4156.954	4245.257	4118.846	1414.475	4332.213	1410.49	4189.574	1385.06	4246.375	4126.444	4220.309	1443.331	1407.831	1449.317	1442.25	4147.495	1428.295	1327.648	1331.886	4112.27	1450.425	1284.919	4155.234	4192.155	4181.401	1395.212	1285.216	4148.45	1334.571	1370.614	4226.235	4149.345	1442.368	1437.776	3978.943	1451.664	4194.961	4154.916	4187.814	1451.018	4117.451	1224.432	1448.759	4205.935	1499.032	4155.125	4161.933	1512.154	1505.321	4118.061	1496.099	750.946	4097.66	740.675	4456.883	4066.033	352.629	1501.089	4103.144	4435.195	1882.692	4495.141	4283.146	4279.426	332.858	649.93	406.476	4407.522	373.842	1526.34	856.198	4256.33	330.243	4420.796	4396.42	4423.547	4280.855	284.686	4293.79	416.376	787.017	4448.813	261.89	324.788	4255.36	4462.043	328.602	4228.635	819.742	685.462	789.613	4370.579	337.711	335.127	599.913	437.009	429.722	495.841	809.332	4417.964	4375.778	535.678	4409.058	4321.028	329.409	4361.449	556.395	4417.76	4411.867	4414.674	616.975	4294.823	4328.988	4311.842	305.91	315.385	4374.332	267.861	4367.103	382.77	474.642	823.473	273.211	852.615	4448.857	4439.442	513.976	431.042	4219.141	4444.385	395.812	0.0	4485.385	4403.422	304.274	360.516	401.281	759.309	483.895	4417.59	4331.904	4172.874	4510.397	303.183	269.903	4381.846	4363.556	516.134	579.777	432.379	4363.197	4335.618	305.266	864.668	4418.045	169.595	426.056	4353.971	4419.304	292.426	936.63	4395.948	4413.194	519.657	408.434	4292.429	876.887	4356.918	4331.695	4397.212	4326.909	
SHH_WT_models32291.py	4319.835	4192.791	1360.816	1442.622	1180.628	4247.297	1256.296	4244.123	4301.38	4258.669	1273.15	4246.335	4237.634	4286.505	4276.832	4223.593	4321.51	1408.966	1248.649	4237.28	4245.99	4274.843	1433.171	4283.795	1319.661	4194.621	1410.451	1508.019	1423.533	1386.37	1417.173	1570.161	4263.414	1303.447	4145.412	1394.756	4179.444	1455.924	1505.189	1489.584	4259.091	4210.444	4219.181	4181.887	1496.032	4211.126	4243.093	4300.758	1558.289	4225.207	4328.731	1432.43	1475.152	1575.229	4218.887	4359.528	1546.142	4225.538	4304.839	1483.879	1476.506	4173.123	4183.737	1577.45	4223.661	1511.367	1500.353	1509.71	4222.644	1614.495	4273.484	4217.833	1308.123	4210.309	1515.152	1504.258	4209.112	4238.509	1581.768	4193.323	4323.379	1608.628	4380.09	380.889	1321.07	4469.764	4164.056	1571.557	451.666	4400.754	595.139	714.404	723.241	4445.919	4369.963	4511.645	436.395	4467.671	4179.724	4311.01	789.233	4462.034	473.066	471.491	462.599	753.625	4469.663	783.944	4470.465	4338.519	424.018	4481.265	4484.441	829.618	316.648	4468.101	934.68	4342.511	4322.89	4327.443	543.925	4487.626	4462.091	4400.822	4488.296	4485.638	4466.866	4327.732	546.331	486.562	4420.793	427.45	615.823	4467.574	509.851	4454.425	498.586	550.417	439.529	4373.745	687.842	617.009	784.131	4474.211	4457.641	518.303	4468.979	623.723	4476.308	4433.907	4319.79	4475.504	4265.743	375.355	444.22	4421.126	4485.144	882.468	290.801	4469.331	4485.385	0.0	518.005	4487.396	4477.256	4469.578	4387.646	4422.428	563.064	730.353	912.897	495.609	4471.027	4486.687	553.798	517.885	4423.696	4504.583	4437.955	537.225	593.405	4472.647	4310.09	437.083	4478.344	4442.846	583.589	526.646	4468.611	4262.923	544.926	454.776	4395.358	4463.755	682.738	4332.342	530.904	698.236	548.766	640.9	
SHH_WT_models32644.py	4261.604	4101.481	1360.193	1403.085	1221.587	4147.277	1237.048	4152.164	4250.079	4233.697	1490.505	4215.884	4134.34	4190.902	4213.767	4121.257	4264.43	1301.894	1491.316	4155.402	4177.467	4177.11	1274.606	4205.421	1172.471	4139.14	1290.183	1440.752	1290.744	1281.046	1270.168	1485.235	4185.192	1173.811	4034.9	1306.123	4103.641	1293.766	1347.4	1318.929	4167.984	4139.721	4147.35	4101.968	1344.762	4131.265	4198.808	4219.97	1375.813	4146.866	4276.892	1240.038	1337.016	1417.957	4121.464	4295.309	1366.839	4125.086	4235.436	1308.131	1318.95	4103.501	4106.82	1496.787	4167.915	1353.923	1367.714	1347.47	4133.076	1448.612	4146.888	4146.977	1200.394	4136.776	1293.018	1340.629	4124.929	4159.09	1412.746	4097.879	4184.91	1410.806	4255.887	474.106	1226.41	4352.864	4087.716	1380.3	381.44	4342.447	998.178	566.131	569.988	4319.887	4232.282	4438.286	436.868	4417.852	4102.152	4213.523	720.5	4385.567	376.073	214.514	435.495	645.186	4384.6	669.637	4427.316	4240.296	407.135	4423.053	4415.547	719.575	347.205	4388.279	825.128	4182.692	4192.759	4204.203	321.965	4444.36	4368.521	4260.95	4401.58	4382.946	4346.128	4206.965	429.582	366.039	4281.818	295.908	399.785	4387.372	374.025	4296.104	365.322	358.512	429.353	4244.558	600.667	257.247	826.785	4460.181	4341.796	315.227	4370.985	322.192	4393.084	4308.123	4232.975	4391.772	4116.301	420.523	442.158	4295.59	4451.105	809.049	331.911	4425.783	4403.422	518.005	0.0	4420.561	4400.577	4388.779	4294.051	4296.663	270.199	366.606	771.753	911.901	4401.661	4410.885	527.194	269.414	4306.301	4510.577	4313.041	323.991	496.666	4350.724	4220.517	398.681	4425.514	4337.459	334.211	255.588	4369.549	4139.444	254.744	275.224	4272.088	4369.17	366.979	4229.836	240.845	258.685	385.361	480.241	
SHH_WT_models32695.py	1259.791	1330.194	4276.205	4161.883	4264.513	1308.303	4156.852	1186.524	1218.775	1238.919	4347.152	1212.987	1390.223	1369.947	1338.657	1342.928	1312.448	4185.796	4413.919	1314.084	1387.242	1194.74	4238.516	1355.129	4209.053	1292.951	4148.921	4154.133	4195.223	4161.216	4262.369	4143.665	1431.114	4343.677	1398.655	4209.221	1398.904	4259.387	4140.064	4239.513	1477.135	1416.905	1434.141	1443.739	4164.49	1427.135	1298.415	1328.839	4134.507	1465.969	1299.41	4175.108	4204.333	4211.068	1411.228	1311.327	4170.165	1347.08	1416.136	4245.702	4158.563	1409.76	1417.376	4005.748	1389.194	4209.224	4168.406	4202.624	1452.792	4144.128	1231.024	1415.286	4211.994	1504.123	4176.206	4174.492	1537.007	1540.779	4138.886	1540.053	707.166	4125.662	718.331	4467.142	4090.589	299.442	1454.292	4121.615	4443.672	1743.078	4499.165	4296.303	4292.47	368.491	632.536	309.902	4419.639	261.903	1509.221	823.877	4264.392	320.575	4435.835	4416.0	4437.487	4287.47	259.676	4304.378	295.924	726.676	4458.761	231.747	301.186	4274.295	4465.722	379.797	4240.777	829.157	680.858	690.132	4397.524	377.582	294.177	572.89	365.089	311.321	391.522	794.691	4446.157	4396.545	524.527	4421.882	4362.52	322.943	4387.844	558.867	4431.842	4434.794	4421.243	596.21	4301.859	4365.642	4314.722	337.13	334.189	4392.902	291.759	4405.753	242.358	455.874	792.97	255.904	838.624	4453.818	4448.791	500.306	485.074	4250.06	4449.755	452.432	304.274	4487.396	4420.561	0.0	307.506	271.253	676.401	478.499	4439.089	4375.403	4202.765	4516.981	307.921	357.939	4409.732	4390.005	473.225	594.643	436.741	4383.554	4374.474	397.024	783.13	4428.376	311.763	370.912	4381.079	4436.793	400.074	933.762	4415.421	4425.495	511.924	408.347	4336.578	761.298	4377.981	4366.154	4409.061	4346.297	
