	Six_mouse_models37455.py	Six_mouse_models20174.py	Six_mouse_models38690.py	Six_mouse_models10811.py	Six_mouse_models15117.py	Six_mouse_models24968.py	Six_mouse_models918.py	Six_mouse_models36618.py	Six_mouse_models12314.py	Six_mouse_models22789.py	Six_mouse_models8863.py	Six_mouse_models24535.py	Six_mouse_models39421.py	Six_mouse_models23566.py	Six_mouse_models27791.py	Six_mouse_models36432.py	Six_mouse_models30179.py	Six_mouse_models12750.py	Six_mouse_models8255.py	Six_mouse_models49893.py	Six_mouse_models23222.py	Six_mouse_models17756.py	Six_mouse_models48513.py	Six_mouse_models24703.py	Six_mouse_models31015.py	Six_mouse_models11370.py	Six_mouse_models7247.py	Six_mouse_models6364.py	Six_mouse_models49081.py	Six_mouse_models18368.py	Six_mouse_models28062.py	Six_mouse_models33861.py	Six_mouse_models14178.py	Six_mouse_models36715.py	Six_mouse_models4575.py	Six_mouse_models24482.py	Six_mouse_models25136.py	Six_mouse_models14262.py	Six_mouse_models44251.py	Six_mouse_models48573.py	Six_mouse_models38755.py	Six_mouse_models655.py	Six_mouse_models2564.py	Six_mouse_models25663.py	Six_mouse_models13801.py	Six_mouse_models20327.py	Six_mouse_models9268.py	Six_mouse_models23848.py	Six_mouse_models19966.py	Six_mouse_models2110.py	Six_mouse_models24016.py	Six_mouse_models23833.py	Six_mouse_models26036.py	Six_mouse_models9042.py	Six_mouse_models44717.py	Six_mouse_models25959.py	Six_mouse_models20817.py	Six_mouse_models10289.py	Six_mouse_models30124.py	Six_mouse_models9465.py	Six_mouse_models32.py	Six_mouse_models43061.py	Six_mouse_models24027.py	Six_mouse_models43439.py	Six_mouse_models32878.py	Six_mouse_models18683.py	Six_mouse_models17239.py	Six_mouse_models18082.py	Six_mouse_models23837.py	Six_mouse_models24115.py	Six_mouse_models42115.py	Six_mouse_models12693.py	Six_mouse_models469.py	Six_mouse_models20897.py	Six_mouse_models13033.py	Six_mouse_models38578.py	Six_mouse_models46556.py	Six_mouse_models2070.py	Six_mouse_models17178.py	Six_mouse_models4952.py	Six_mouse_models3269.py	Six_mouse_models4128.py	Six_mouse_models49270.py	Six_mouse_models45856.py	Six_mouse_models39041.py	Six_mouse_models9617.py	Six_mouse_models380.py	Six_mouse_models4407.py	Six_mouse_models22040.py	Six_mouse_models48086.py	Six_mouse_models5551.py	Six_mouse_models28097.py	Six_mouse_models40464.py	Six_mouse_models25517.py	Six_mouse_models5535.py	Six_mouse_models33140.py	Six_mouse_models36748.py	Six_mouse_models24474.py	Six_mouse_models19402.py	Six_mouse_models28226.py	Six_mouse_models31826.py	Six_mouse_models3490.py	Six_mouse_models25955.py	Six_mouse_models10170.py	Six_mouse_models16824.py	Six_mouse_models45064.py	Six_mouse_models10486.py	Six_mouse_models16162.py	Six_mouse_models38863.py	Six_mouse_models15504.py	Six_mouse_models11017.py	Six_mouse_models26179.py	Six_mouse_models47608.py	Six_mouse_models28537.py	Six_mouse_models36339.py	Six_mouse_models44324.py	Six_mouse_models34148.py	Six_mouse_models48880.py	Six_mouse_models43457.py	Six_mouse_models18305.py	Six_mouse_models12049.py	Six_mouse_models26804.py	Six_mouse_models34188.py	Six_mouse_models26653.py	Six_mouse_models1007.py	Six_mouse_models27183.py	Six_mouse_models49851.py	Six_mouse_models40438.py	Six_mouse_models41648.py	Six_mouse_models29270.py	Six_mouse_models2970.py	Six_mouse_models433.py	Six_mouse_models2596.py	Six_mouse_models46861.py	Six_mouse_models9475.py	Six_mouse_models3660.py	Six_mouse_models35271.py	Six_mouse_models4828.py	Six_mouse_models43407.py	Six_mouse_models33559.py	Six_mouse_models436.py	Six_mouse_models19407.py	Six_mouse_models4411.py	Six_mouse_models41645.py	Six_mouse_models24658.py	Six_mouse_models35416.py	Six_mouse_models17088.py	Six_mouse_models15222.py	Six_mouse_models40675.py	Six_mouse_models28548.py	Six_mouse_models44200.py	Six_mouse_models749.py	Six_mouse_models25281.py	Six_mouse_models29151.py	Six_mouse_models39562.py	Six_mouse_models18989.py	Six_mouse_models39307.py	Six_mouse_models27280.py	Six_mouse_models45447.py	Six_mouse_models49200.py	Six_mouse_models8909.py	Six_mouse_models46675.py	Six_mouse_models10710.py	Six_mouse_models677.py	Six_mouse_models37595.py	Six_mouse_models44792.py	Six_mouse_models35625.py	Six_mouse_models47451.py	Six_mouse_models48604.py	Six_mouse_models39401.py	Six_mouse_models21704.py	Six_mouse_models8585.py	Six_mouse_models33993.py	Six_mouse_models16182.py	Six_mouse_models39436.py	Six_mouse_models48847.py	Six_mouse_models21597.py	Six_mouse_models30079.py	Six_mouse_models14974.py	Six_mouse_models19283.py	Six_mouse_models4772.py	Six_mouse_models7712.py	Six_mouse_models14155.py	Six_mouse_models39349.py	Six_mouse_models43352.py	Six_mouse_models36290.py	Six_mouse_models26931.py	Six_mouse_models49815.py	Six_mouse_models9766.py	Six_mouse_models46973.py	Six_mouse_models33238.py	Six_mouse_models29317.py	Six_mouse_models22723.py	Six_mouse_models32887.py	Six_mouse_models23955.py	Six_mouse_models23349.py	Six_mouse_models48145.py	Six_mouse_models47029.py	Six_mouse_models1439.py	Six_mouse_models23784.py	
Six_mouse_models7712.py	973.939	2334.93	387.164	959.641	447.517	2249.182	954.766	558.827	387.011	524.657	2244.365	410.536	459.989	2386.011	2249.068	2252.234	2266.987	2293.494	2237.766	2250.281	516.097	2263.938	2267.29	2264.243	491.268	588.296	2242.147	438.432	2262.303	2226.735	473.176	2301.891	494.84	996.064	2265.146	403.295	2317.964	2252.686	2225.051	426.984	1038.16	2253.195	2293.303	2245.086	614.626	2221.387	435.737	529.948	384.729	450.49	2248.359	395.81	589.622	2253.116	652.763	232.177	2276.434	907.02	2261.333	243.796	2232.196	2299.741	383.114	494.603	2261.173	963.835	500.959	457.088	2252.59	408.01	563.59	2227.892	473.384	2257.457	298.06	510.541	2244.721	2213.482	2304.653	2259.365	2244.85	2236.62	587.165	2237.475	2243.19	510.751	473.813	2282.677	2253.462	409.705	2240.476	2251.515	432.756	2265.76	925.818	644.859	2238.832	2213.586	2245.904	2282.054	2258.323	312.436	492.373	2245.77	2303.526	584.409	2266.113	595.124	260.926	2235.985	2224.055	911.739	2264.058	2256.405	276.62	946.777	323.065	2252.914	398.479	869.489	2257.761	2244.946	657.425	2270.826	2221.519	326.63	512.161	2226.133	2254.071	1073.693	219.141	597.733	605.162	876.4	580.497	2276.747	344.41	2279.537	2256.318	214.606	263.467	714.124	555.34	2261.016	2268.313	374.329	2236.233	820.775	231.244	2244.754	2264.989	1050.146	650.504	502.472	2209.177	2212.245	444.98	300.215	472.288	2265.624	595.957	2241.645	452.62	2247.117	263.322	539.221	349.186	519.511	891.283	589.057	2281.824	2246.417	2279.989	365.925	662.085	2297.745	2202.129	2221.153	2214.387	2255.493	458.994	0.0	2214.146	707.078	2250.144	874.329	364.451	542.605	907.307	2202.0	910.138	2246.872	247.276	301.284	197.656	515.134	525.228	353.436	2220.774	2196.353	
Six_mouse_models14155.py	2222.423	935.383	2256.46	2225.057	2252.858	724.051	2282.074	2199.297	2285.37	2225.704	622.019	2241.941	2226.546	911.005	712.395	653.817	754.266	897.628	627.973	669.646	2227.129	652.749	444.843	643.826	2213.773	2190.404	634.081	2229.583	454.22	664.998	2207.921	928.564	2206.237	2206.688	643.588	2265.724	899.38	629.796	639.748	2288.348	2193.514	448.627	517.204	407.89	2170.136	669.86	2254.568	2239.638	2242.742	2208.902	637.215	2280.156	2165.068	770.793	2150.941	2237.412	896.845	2248.223	496.97	2245.659	589.816	920.98	2266.145	2206.754	445.482	2162.632	2213.018	2258.386	650.226	2237.332	2166.679	679.68	2249.281	693.052	2222.142	2226.702	455.63	519.775	481.564	589.31	556.814	528.131	2183.677	523.869	417.52	2185.076	2193.044	374.756	540.48	2240.744	569.499	623.299	2291.535	633.263	2215.459	2144.234	742.893	518.935	637.166	604.371	654.403	2213.263	2263.944	664.881	945.395	2180.954	659.212	2178.083	2226.313	610.091	503.924	2188.127	648.622	634.255	2257.275	2244.533	2200.79	677.694	2254.931	2155.384	545.202	198.932	2146.985	781.37	687.063	2228.662	2186.331	619.504	630.506	2164.978	2231.762	2269.535	2191.411	2304.55	2183.629	691.622	2185.901	936.622	482.495	2226.936	2187.05	2117.19	2206.138	680.096	388.136	2293.137	186.204	2243.616	2211.159	459.392	678.544	2166.61	2194.801	2228.037	514.184	677.554	2224.468	2197.005	2179.407	532.987	2171.532	659.231	2212.787	537.533	2205.629	2200.513	2192.849	2175.526	2198.198	2177.682	913.338	532.804	794.023	2237.175	2150.378	930.651	590.409	595.565	654.844	495.34	2164.552	2214.146	0.0	2153.141	665.438	2199.73	2176.341	2212.082	2131.477	668.467	2199.233	661.823	2198.714	2197.779	2215.159	2168.131	2203.161	2183.36	434.415	491.79	
Six_mouse_models39349.py	873.441	2293.535	693.434	840.196	632.851	2246.045	925.189	427.438	686.425	604.207	2213.999	580.875	630.715	2285.964	2227.427	2265.047	2255.827	2199.577	2210.221	2254.536	591.297	2259.696	2153.91	2266.884	603.43	436.642	2211.188	601.195	2156.677	2189.183	583.497	2209.431	607.567	847.332	2223.021	649.112	2269.864	2216.548	2190.764	749.308	856.907	2139.511	2197.801	2138.331	415.606	2188.044	675.405	677.514	627.512	555.685	2203.497	618.259	424.414	2240.101	331.125	707.69	2157.137	909.121	2141.601	737.05	2195.465	2207.443	643.312	614.943	2145.021	834.759	620.719	645.579	2187.322	636.692	394.669	2198.385	553.897	2292.193	674.808	639.694	2134.247	2220.136	2202.084	2180.184	2279.499	2243.495	571.372	2256.318	2135.429	599.505	592.883	2231.007	2284.946	612.831	2290.977	2175.957	748.265	2261.571	911.896	366.535	2131.137	2222.453	2208.808	2250.06	2234.255	695.78	703.594	2219.093	2208.27	372.712	2231.184	659.16	731.157	2277.796	2239.494	919.662	2219.11	2209.773	789.087	904.236	661.738	2218.271	768.545	712.077	2190.038	2186.715	423.278	2223.216	2184.636	753.39	631.581	2192.42	2230.876	891.197	738.358	671.713	559.855	1033.598	606.204	2274.964	710.98	2178.876	2165.416	701.566	706.246	343.339	504.558	2201.224	2198.199	749.441	2178.496	865.488	698.601	2244.655	2240.182	853.181	344.576	609.522	2202.345	2176.353	537.1	688.76	558.494	2301.704	600.729	2202.418	592.866	2265.021	716.017	598.184	650.99	599.246	870.385	619.576	2194.485	2274.601	2217.26	763.496	323.07	2184.781	2204.961	2229.672	2169.536	2266.96	563.505	707.078	2153.141	0.0	2220.336	754.429	702.168	489.365	694.194	2163.921	960.935	2230.41	706.028	682.632	678.017	553.136	607.208	699.721	2120.523	2187.128	
Six_mouse_models43352.py	2282.78	753.543	2244.652	2281.54	2263.009	425.085	2321.393	2250.663	2271.153	2217.486	347.962	2222.506	2212.198	810.469	433.981	375.36	550.629	927.76	235.862	451.012	2232.949	412.916	524.749	332.002	2209.08	2254.217	202.333	2207.228	528.364	404.787	2193.802	780.859	2196.735	2284.327	287.732	2258.076	745.488	211.677	349.537	2258.177	2268.308	489.051	583.792	535.951	2234.143	402.821	2237.72	2227.892	2233.883	2191.309	463.502	2254.934	2230.923	538.253	2209.247	2278.732	930.451	2269.33	574.179	2284.69	309.662	801.473	2241.977	2195.276	520.89	2231.121	2195.771	2230.312	475.473	2214.582	2238.198	411.56	2237.708	434.725	2281.696	2223.634	582.522	552.465	505.806	418.659	581.443	556.668	2188.331	479.447	600.127	2175.359	2199.311	661.71	515.703	2216.226	579.036	518.803	2263.96	303.35	2331.126	2205.177	804.424	524.857	252.708	456.302	240.477	2254.678	2254.495	162.663	796.947	2240.389	197.719	2170.392	2261.273	577.612	444.128	2314.429	343.537	227.934	2286.348	2299.556	2264.515	447.897	2294.521	2213.057	459.684	666.981	2222.532	995.443	487.012	2269.526	2165.897	309.636	258.184	2250.828	2267.593	2237.576	2218.676	2280.877	2180.875	297.414	2230.939	916.375	602.665	2279.003	2217.315	2182.659	2199.416	525.825	594.075	2265.445	677.896	2257.83	2250.244	500.866	222.833	2242.98	2241.43	2214.873	457.486	339.473	2211.893	2240.486	2285.62	565.402	2178.227	329.651	2213.339	486.057	2247.359	2210.561	2276.074	2180.19	2310.915	2172.418	852.191	546.477	990.629	2284.015	2223.428	904.673	545.664	510.92	434.429	525.351	2278.692	2250.144	665.438	2220.336	0.0	2261.699	2227.551	2211.03	2184.619	332.488	2298.947	209.62	2252.637	2245.371	2268.32	2274.389	2198.11	2235.128	563.663	533.14	
Six_mouse_models36290.py	486.044	2332.935	850.573	564.159	806.925	2302.521	604.048	702.704	866.548	805.677	2253.806	808.238	879.678	2334.454	2275.348	2302.341	2341.2	2225.974	2252.962	2314.452	760.612	2307.642	2198.575	2304.614	797.857	647.102	2250.304	790.08	2195.654	2244.299	815.023	2292.055	842.165	679.191	2261.614	870.73	2316.592	2239.969	2221.626	924.281	661.351	2182.75	2237.804	2187.093	653.257	2244.156	833.396	812.826	788.022	822.597	2244.009	812.583	676.438	2329.009	695.165	924.47	2249.839	624.585	2209.983	914.597	2235.743	2283.867	859.335	793.57	2200.944	636.65	795.974	817.701	2268.478	773.208	662.722	2236.756	833.489	2327.015	913.832	772.046	2191.402	2266.023	2241.318	2232.742	2342.034	2306.14	874.124	2299.895	2175.979	804.719	827.417	2288.768	2313.404	784.096	2337.705	2236.225	914.334	2288.038	687.201	681.113	2184.774	2284.826	2264.862	2292.879	2255.168	934.393	862.025	2262.006	2288.588	664.893	2256.908	823.314	906.032	2350.322	2288.373	637.15	2277.203	2238.674	910.825	738.071	897.427	2259.799	926.531	236.516	2240.689	2238.891	702.421	2271.156	2246.635	885.514	816.356	2216.408	2270.805	653.109	922.546	918.031	781.791	740.344	869.379	2293.863	866.181	2231.2	2179.864	884.246	894.542	701.853	901.876	2262.245	2253.358	837.593	2212.596	647.789	891.702	2293.418	2255.557	638.6	695.413	812.706	2254.145	2199.281	824.185	871.513	816.673	2357.502	835.142	2266.663	789.26	2292.292	858.47	835.217	858.877	812.296	676.518	865.617	2245.773	2317.837	2289.558	918.384	708.962	2257.61	2269.583	2275.168	2221.909	2304.695	751.347	874.329	2199.73	754.429	2261.699	0.0	881.129	860.589	358.528	2204.212	651.62	2261.891	869.85	884.396	882.029	794.581	831.482	883.518	2159.82	2233.613	
Six_mouse_models26931.py	997.927	2315.046	490.142	1019.175	538.434	2229.288	991.099	629.945	479.39	438.207	2214.313	484.063	472.478	2378.491	2209.872	2253.169	2267.396	2288.085	2222.455	2239.713	525.063	2260.363	2231.635	2260.696	419.484	590.662	2211.766	441.631	2233.384	2188.125	435.939	2295.295	433.678	952.242	2228.067	530.189	2297.639	2220.208	2186.125	608.533	1019.203	2215.206	2259.847	2219.976	575.752	2197.652	445.403	515.663	403.29	441.239	2201.998	508.882	597.488	2228.546	626.007	390.963	2272.885	928.124	2233.7	382.934	2207.503	2290.254	537.869	452.116	2227.403	968.45	420.929	474.895	2231.845	461.788	549.74	2184.246	495.958	2268.47	295.488	423.686	2220.745	2169.755	2287.934	2220.06	2239.921	2214.266	475.714	2204.79	2214.668	450.294	359.129	2252.056	2230.189	511.692	2239.84	2226.735	629.482	2257.221	989.257	662.574	2210.666	2177.183	2226.338	2267.412	2227.959	364.666	525.806	2222.252	2268.215	589.03	2233.812	464.37	447.601	2236.323	2197.835	924.181	2231.098	2220.607	443.28	955.567	231.592	2216.233	405.567	866.278	2226.769	2209.693	610.042	2239.768	2196.154	306.353	479.237	2185.391	2227.387	1011.304	393.786	645.959	560.712	949.522	515.742	2265.389	273.913	2259.594	2222.375	333.353	305.165	636.788	561.523	2244.567	2238.429	571.723	2192.448	836.71	314.898	2218.89	2231.699	1036.102	668.304	473.827	2171.988	2170.536	505.495	229.09	595.65	2280.862	474.66	2211.946	447.987	2207.256	262.0	450.547	425.049	357.911	952.111	525.214	2275.877	2225.955	2259.992	316.661	643.889	2281.705	2160.196	2186.947	2184.782	2228.174	522.029	364.451	2176.341	702.168	2227.551	881.129	0.0	515.872	895.514	2174.571	985.637	2232.988	215.335	305.584	358.103	584.762	431.512	249.426	2175.055	2155.607	
Six_mouse_models49815.py	950.475	2297.946	485.301	934.04	499.774	2214.185	915.136	537.487	517.361	320.848	2209.421	319.218	405.496	2338.219	2200.499	2244.822	2241.483	2252.448	2203.424	2241.029	393.764	2246.147	2220.924	2250.061	310.569	576.181	2196.606	329.157	2226.507	2178.02	309.186	2266.312	336.718	874.244	2213.977	458.24	2273.674	2210.846	2187.198	616.252	913.397	2204.374	2250.323	2199.384	581.03	2186.527	441.335	498.235	414.496	290.31	2206.365	388.121	531.809	2214.698	519.668	553.653	2221.753	846.241	2212.086	603.522	2200.2	2256.702	451.477	348.764	2221.44	895.045	342.231	385.042	2206.666	393.57	548.401	2179.5	307.935	2273.138	506.612	424.966	2200.249	2224.713	2269.053	2213.809	2277.141	2256.264	310.892	2252.679	2201.735	292.424	324.978	2289.836	2275.5	341.905	2280.619	2213.709	594.986	2253.759	1011.724	536.1	2186.516	2229.506	2202.672	2271.755	2225.928	492.497	542.201	2198.069	2255.375	483.466	2222.176	405.832	550.358	2262.897	2235.585	1027.947	2209.995	2207.057	660.866	864.083	491.511	2203.925	615.138	789.928	2225.281	2251.512	507.592	2271.01	2185.518	593.169	357.999	2184.431	2217.481	949.827	580.729	478.684	426.929	924.071	372.441	2253.473	530.001	2231.508	2228.997	566.689	480.945	535.172	201.234	2215.61	2258.699	574.71	2239.695	808.284	500.626	2260.37	2227.424	930.572	559.727	293.797	2208.185	2165.657	251.638	467.381	686.022	2304.741	354.714	2192.472	391.795	2259.41	518.566	388.943	546.188	370.296	960.614	363.757	2228.304	2276.395	2274.394	589.683	525.113	2235.013	2202.981	2226.003	2177.052	2279.496	664.62	542.605	2212.082	489.365	2211.03	860.589	515.872	0.0	787.068	2157.975	1065.65	2222.076	513.213	478.627	540.994	675.236	368.907	502.552	2166.649	2201.652	
Six_mouse_models9766.py	525.896	2285.979	871.059	555.138	820.566	2248.313	627.422	687.185	922.109	782.669	2196.434	791.691	832.962	2282.91	2218.171	2233.958	2280.655	2188.371	2179.928	2256.463	756.248	2238.067	2137.814	2231.693	780.534	703.562	2178.371	772.235	2136.298	2187.473	771.632	2222.925	804.544	603.882	2191.42	864.45	2277.944	2175.049	2170.371	976.354	534.318	2117.509	2186.156	2112.982	697.553	2176.49	860.701	828.493	836.592	780.243	2188.505	838.968	674.183	2279.008	638.48	925.781	2178.547	630.873	2134.694	965.742	2166.728	2223.078	864.045	764.031	2137.646	560.048	775.169	804.546	2186.155	786.523	693.522	2183.096	850.136	2273.019	911.943	811.07	2118.586	2208.733	2169.853	2166.844	2269.348	2236.777	796.04	2232.89	2115.343	743.423	800.837	2214.483	2251.907	765.187	2282.143	2174.622	945.318	2226.529	686.456	609.008	2137.588	2216.057	2180.293	2233.667	2200.085	883.888	916.676	2180.201	2231.844	653.805	2191.546	788.782	903.741	2270.333	2205.464	689.114	2199.073	2168.167	990.953	679.219	899.659	2188.703	956.033	196.932	2171.501	2172.915	661.27	2222.78	2187.392	933.18	761.667	2150.198	2204.15	585.818	944.492	868.557	726.674	830.706	790.384	2234.04	882.397	2182.312	2126.561	942.05	866.564	627.275	813.416	2194.456	2169.973	912.457	2154.633	699.293	911.15	2217.226	2198.09	506.448	686.007	787.703	2180.652	2140.711	780.968	868.595	807.045	2278.397	779.852	2187.975	805.469	2232.821	878.348	825.599	831.718	810.773	647.526	781.109	2189.573	2252.919	2222.786	948.505	643.584	2182.128	2207.221	2210.594	2158.484	2238.54	762.135	907.307	2131.477	694.194	2184.619	358.528	895.514	787.068	0.0	2133.195	723.814	2195.317	899.46	863.219	915.978	766.251	814.377	875.239	2094.326	2162.604	
Six_mouse_models46973.py	2230.486	858.55	2198.358	2233.906	2218.175	519.655	2267.494	2201.933	2232.084	2159.928	367.445	2176.465	2158.228	882.618	452.806	534.248	660.585	990.208	313.09	539.381	2183.713	533.723	527.065	497.087	2156.554	2205.01	229.551	2157.871	513.81	375.9	2145.66	796.783	2142.086	2229.434	345.861	2210.464	806.171	285.01	353.558	2233.026	2213.512	486.08	686.951	522.79	2180.975	260.271	2191.295	2178.47	2185.184	2143.783	442.374	2216.552	2184.013	549.77	2156.299	2235.106	867.151	2212.767	485.044	2245.931	270.739	766.709	2196.817	2148.264	498.887	2184.61	2150.072	2184.009	360.407	2170.726	2187.569	425.146	2188.465	625.823	2224.809	2170.133	524.869	520.966	598.86	305.63	635.905	614.9	2131.004	561.211	553.521	2129.301	2145.691	739.129	613.151	2171.616	692.431	454.764	2236.022	502.933	2271.967	2153.187	816.952	517.149	253.671	542.373	385.875	2206.268	2201.728	344.444	773.44	2189.983	401.034	2123.354	2215.807	664.063	490.562	2253.859	280.518	287.914	2257.483	2248.087	2203.206	373.808	2248.76	2159.327	445.993	715.585	2171.295	1034.366	368.129	2217.594	2124.648	312.939	386.721	2202.466	2224.405	2185.01	2163.364	2231.351	2128.218	530.761	2169.747	849.436	603.545	2230.426	2163.108	2133.757	2146.006	539.166	681.889	2242.971	695.305	2205.142	2196.077	503.1	427.373	2184.821	2180.072	2163.268	501.209	207.273	2162.56	2188.527	2227.395	656.121	2126.017	271.832	2160.397	578.512	2200.335	2149.805	2230.727	2128.737	2249.097	2125.834	839.598	585.118	996.893	2226.474	2166.156	854.774	560.054	574.73	212.036	557.869	2228.945	2202.0	668.467	2163.921	332.488	2204.212	2174.571	2157.975	2133.195	0.0	2235.188	451.244	2198.976	2191.951	2220.283	2220.973	2138.984	2183.655	546.19	453.815	
Six_mouse_models33238.py	458.013	2307.715	984.39	491.195	977.228	2364.788	601.157	925.228	983.425	1034.226	2289.741	1005.819	1018.475	2293.741	2332.607	2331.531	2393.502	2210.915	2283.233	2349.886	1014.417	2332.41	2254.545	2333.267	1040.188	897.628	2294.793	1010.52	2254.875	2293.818	1032.699	2280.012	1026.372	713.746	2296.332	996.761	2290.507	2283.003	2265.066	1002.016	692.753	2228.358	2296.48	2229.847	899.317	2286.962	1009.06	1004.168	965.364	1023.484	2283.493	1005.011	910.336	2392.093	911.084	945.182	2222.437	630.461	2256.418	932.703	2270.4	2263.938	990.908	1032.556	2249.177	655.202	1045.891	1022.142	2308.276	983.064	886.234	2289.727	1022.258	2367.451	951.988	1009.865	2241.713	2276.443	2290.637	2274.595	2326.445	2302.117	1081.281	2297.409	2224.005	1034.948	1035.161	2287.339	2311.042	972.47	2326.027	2289.541	1014.464	2313.353	393.491	890.552	2239.593	2286.285	2297.572	2337.504	2295.12	985.883	1002.441	2297.293	2289.953	921.194	2298.101	1073.3	955.962	2331.47	2282.3	286.218	2311.185	2271.286	938.135	730.682	965.668	2297.275	960.149	685.47	2258.956	2237.28	978.587	2208.263	2293.883	958.89	1051.527	2249.322	2309.868	734.492	932.249	1030.682	1014.65	631.338	1094.853	2335.529	943.51	2234.798	2228.907	921.887	961.709	936.007	1074.2	2311.045	2265.229	970.279	2225.292	651.587	947.825	2273.194	2294.55	652.429	887.046	1023.233	2257.557	2248.22	1008.477	963.767	833.464	2332.203	1085.098	2295.434	999.374	2283.737	951.656	1036.346	949.956	1043.602	439.762	1103.72	2233.224	2317.432	2211.551	965.88	931.095	2248.758	2299.172	2302.806	2252.307	2294.964	816.673	910.138	2199.233	960.935	2298.947	651.62	985.637	1065.65	723.814	2235.188	0.0	2292.454	939.51	979.306	928.607	829.865	1046.356	997.976	2215.852	2226.306	
Six_mouse_models29317.py	2284.855	764.428	2244.782	2279.66	2265.283	436.009	2324.973	2260.087	2257.954	2227.859	337.163	2225.721	2221.219	833.778	493.896	358.617	565.025	917.489	251.973	394.029	2238.562	392.99	553.898	326.165	2222.545	2258.815	304.639	2219.229	550.686	446.365	2203.448	825.838	2206.727	2289.938	371.639	2262.352	750.549	304.729	385.149	2245.843	2275.923	547.217	568.605	562.937	2248.69	457.427	2237.847	2225.553	2231.802	2200.105	515.018	2254.055	2234.365	558.935	2225.8	2274.753	980.463	2270.933	622.466	2269.009	326.929	844.835	2244.746	2200.825	548.712	2226.922	2207.396	2239.84	536.158	2217.468	2241.946	451.503	2233.348	352.225	2280.968	2222.774	610.124	555.147	479.879	478.097	539.181	524.906	2198.584	469.838	608.346	2185.575	2211.067	671.989	503.515	2221.496	511.87	554.218	2259.954	243.005	2332.167	2215.924	826.704	522.768	325.824	440.02	251.517	2263.269	2245.359	258.812	873.483	2255.135	267.781	2175.06	2262.939	540.916	458.301	2310.349	441.381	332.241	2262.179	2295.111	2263.745	501.705	2285.358	2222.572	447.532	645.088	2226.762	987.748	509.794	2259.998	2174.959	394.547	265.514	2250.713	2260.739	2242.327	2223.601	2269.703	2190.497	283.388	2236.479	975.527	597.561	2265.929	2232.329	2193.575	2209.569	553.823	604.649	2252.796	675.779	2259.386	2255.025	488.635	258.914	2248.458	2255.828	2226.505	425.145	458.736	2223.15	2249.048	2296.647	549.582	2182.857	412.027	2216.447	481.38	2249.117	2210.029	2283.988	2184.353	2313.694	2182.627	873.712	515.696	999.491	2283.134	2235.492	970.836	531.239	493.933	497.615	505.193	2286.494	2246.872	661.823	2230.41	209.62	2261.891	2232.988	2222.076	2195.317	451.244	2292.454	0.0	2253.765	2257.351	2259.559	2289.645	2212.97	2240.394	619.082	554.578	
Six_mouse_models22723.py	976.156	2325.571	435.564	992.836	513.946	2249.461	971.364	617.743	431.959	479.867	2238.58	469.856	501.63	2389.762	2235.982	2264.853	2275.923	2291.888	2243.649	2255.358	524.099	2270.25	2255.008	2275.398	448.996	580.496	2238.698	454.66	2258.863	2214.28	477.873	2303.203	460.482	969.916	2252.29	488.299	2308.52	2245.721	2211.007	535.778	1030.815	2237.755	2282.398	2244.687	585.459	2225.925	434.296	544.463	368.521	468.885	2230.04	445.075	583.332	2249.025	626.91	316.747	2275.654	913.738	2259.663	287.161	2231.849	2299.574	486.278	488.954	2255.346	975.786	460.668	481.137	2257.972	438.197	550.045	2210.978	470.462	2271.385	258.724	460.336	2245.362	2197.558	2311.127	2248.94	2253.199	2232.368	543.49	2227.462	2240.7	476.617	411.674	2273.694	2249.66	459.554	2248.443	2251.433	551.94	2270.845	953.916	656.77	2224.997	2205.241	2251.531	2286.181	2253.666	334.526	504.427	2246.512	2280.807	572.827	2257.517	532.23	357.713	2247.89	2221.606	907.969	2257.346	2246.734	329.995	963.867	251.4	2243.92	368.47	854.786	2251.328	2233.56	633.659	2248.728	2222.516	299.496	509.817	2211.274	2250.153	1034.47	289.388	654.524	605.914	904.001	584.081	2280.734	299.757	2265.239	2248.421	226.236	268.315	664.104	571.443	2262.219	2260.554	463.884	2217.66	830.472	215.32	2241.929	2255.984	1048.867	645.757	465.446	2196.546	2196.285	477.727	190.417	535.874	2288.628	550.138	2238.158	453.438	2230.192	213.132	500.302	370.366	444.698	924.624	583.17	2280.037	2248.694	2267.074	287.363	660.852	2287.791	2186.938	2212.35	2211.397	2252.377	454.61	247.276	2198.714	706.028	2252.637	869.85	215.335	513.213	899.46	2198.976	939.51	2253.765	0.0	282.131	277.184	521.612	486.86	287.029	2199.853	2183.488	
