	SHH_INV_models44728.py	SHH_INV_models16521.py	SHH_INV_models29114.py	SHH_INV_models19205.py	SHH_INV_models21231.py	SHH_INV_models41734.py	SHH_INV_models46024.py	SHH_INV_models38317.py	SHH_INV_models4783.py	SHH_INV_models17285.py	SHH_INV_models47949.py	SHH_INV_models9775.py	SHH_INV_models9343.py	SHH_INV_models44527.py	SHH_INV_models27324.py	SHH_INV_models48063.py	SHH_INV_models32989.py	SHH_INV_models12294.py	SHH_INV_models35185.py	SHH_INV_models41236.py	SHH_INV_models49623.py	SHH_INV_models41504.py	SHH_INV_models33250.py	SHH_INV_models11878.py	SHH_INV_models32588.py	SHH_INV_models4738.py	SHH_INV_models10603.py	SHH_INV_models46386.py	SHH_INV_models36367.py	SHH_INV_models31544.py	SHH_INV_models752.py	SHH_INV_models9934.py	SHH_INV_models12136.py	SHH_INV_models303.py	SHH_INV_models31360.py	SHH_INV_models37821.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models7085.py	SHH_INV_models4335.py	SHH_INV_models14218.py	SHH_INV_models7363.py	SHH_INV_models3889.py	SHH_INV_models42182.py	SHH_INV_models5675.py	SHH_INV_models27731.py	SHH_INV_models34635.py	SHH_INV_models11759.py	SHH_INV_models26656.py	SHH_INV_models16997.py	SHH_INV_models34908.py	SHH_INV_models23069.py	SHH_INV_models24075.py	SHH_INV_models1789.py	SHH_INV_models39397.py	SHH_INV_models19979.py	SHH_INV_models18336.py	SHH_INV_models44002.py	SHH_INV_models4565.py	SHH_INV_models33503.py	SHH_INV_models43247.py	SHH_INV_models27753.py	SHH_INV_models407.py	SHH_INV_models31807.py	SHH_INV_models2428.py	SHH_INV_models42632.py	SHH_INV_models23162.py	SHH_INV_models8993.py	SHH_INV_models35750.py	SHH_INV_models28130.py	SHH_INV_models46914.py	SHH_INV_models9435.py	SHH_INV_models30420.py	SHH_INV_models6283.py	SHH_INV_models49486.py	SHH_INV_models34488.py	SHH_INV_models43398.py	SHH_INV_models29109.py	SHH_INV_models15318.py	SHH_INV_models39520.py	SHH_INV_models10717.py	SHH_INV_models853.py	SHH_INV_models48219.py	SHH_INV_models2647.py	SHH_INV_models48908.py	SHH_INV_models368.py	SHH_INV_models9466.py	SHH_INV_models15230.py	SHH_INV_models44068.py	SHH_INV_models43522.py	SHH_INV_models15177.py	SHH_INV_models19031.py	SHH_INV_models39150.py	SHH_INV_models34346.py	SHH_INV_models9432.py	SHH_INV_models20110.py	SHH_INV_models15480.py	SHH_INV_models12007.py	SHH_INV_models34874.py	SHH_INV_models19526.py	SHH_INV_models25486.py	SHH_INV_models44933.py	SHH_INV_models35015.py	SHH_INV_models28526.py	SHH_INV_models13586.py	SHH_INV_models3099.py	SHH_INV_models8262.py	SHH_INV_models31200.py	SHH_INV_models23205.py	SHH_INV_models47621.py	SHH_INV_models22324.py	SHH_INV_models37826.py	SHH_INV_models763.py	SHH_INV_models15545.py	SHH_INV_models14303.py	SHH_INV_models20474.py	SHH_INV_models21021.py	SHH_INV_models29121.py	SHH_INV_models49468.py	SHH_INV_models12977.py	SHH_INV_models7749.py	SHH_INV_models35953.py	SHH_INV_models13243.py	SHH_INV_models34617.py	SHH_INV_models17609.py	SHH_INV_models16734.py	SHH_INV_models48431.py	SHH_INV_models32647.py	SHH_INV_models46709.py	SHH_INV_models41489.py	SHH_INV_models41662.py	SHH_INV_models32470.py	SHH_INV_models49367.py	SHH_INV_models10563.py	SHH_INV_models7413.py	SHH_INV_models43979.py	SHH_INV_models31285.py	SHH_INV_models13852.py	SHH_INV_models13110.py	SHH_INV_models6069.py	SHH_INV_models28719.py	SHH_INV_models46385.py	SHH_INV_models48188.py	SHH_INV_models45646.py	SHH_INV_models24452.py	SHH_INV_models31761.py	SHH_INV_models18693.py	SHH_INV_models8715.py	SHH_INV_models31246.py	SHH_INV_models4864.py	SHH_INV_models8640.py	SHH_INV_models17914.py	SHH_INV_models1242.py	SHH_INV_models29492.py	SHH_INV_models2093.py	SHH_INV_models43953.py	SHH_INV_models5998.py	SHH_INV_models25902.py	SHH_INV_models219.py	SHH_INV_models11501.py	SHH_INV_models16003.py	SHH_INV_models19930.py	SHH_INV_models38269.py	SHH_INV_models45486.py	SHH_INV_models10289.py	SHH_INV_models25286.py	SHH_INV_models14269.py	SHH_INV_models36537.py	SHH_INV_models20421.py	SHH_INV_models29262.py	SHH_INV_models23725.py	SHH_INV_models19816.py	SHH_INV_models10829.py	SHH_INV_models18000.py	SHH_INV_models35002.py	SHH_INV_models12621.py	SHH_INV_models47672.py	SHH_INV_models24874.py	SHH_INV_models41386.py	SHH_INV_models1146.py	SHH_INV_models48988.py	SHH_INV_models28974.py	SHH_INV_models9425.py	SHH_INV_models19215.py	SHH_INV_models8192.py	SHH_INV_models6414.py	SHH_INV_models23766.py	SHH_INV_models40758.py	SHH_INV_models32339.py	SHH_INV_models3097.py	SHH_INV_models23234.py	SHH_INV_models34009.py	SHH_INV_models13349.py	SHH_INV_models36972.py	SHH_INV_models2826.py	SHH_INV_models8594.py	SHH_INV_models35358.py	SHH_INV_models14491.py	SHH_INV_models48061.py	SHH_INV_models44526.py	
SHH_INV_models36537.py	2261.288	3517.284	3550.056	2240.682	2327.827	2329.083	3492.393	3455.39	3567.446	3564.19	2373.48	3483.141	3457.702	3574.702	3417.576	2354.355	3601.028	2345.216	3521.874	2397.682	3591.08	2378.058	2280.262	2147.86	2400.7	3602.102	2380.132	3587.33	3573.696	3594.494	2466.898	2441.938	2442.538	3700.472	3667.444	3694.024	2638.83	2662.822	361.526	402.223	2661.413	362.64	2613.51	512.754	416.903	573.869	2644.819	435.448	2631.578	461.319	454.672	2632.025	2667.335	313.785	514.629	383.719	566.143	406.388	533.927	2646.862	394.767	2684.796	421.177	2648.312	2662.946	392.653	591.675	2633.373	504.566	2606.829	465.168	550.433	2661.821	516.564	2645.304	473.42	436.901	554.697	2669.887	2644.603	2634.841	464.465	440.819	400.093	2619.962	470.036	2676.362	2641.371	2614.71	2604.134	2622.681	2651.24	416.356	527.021	484.17	2617.143	2710.648	2667.072	2685.28	551.911	414.559	2674.678	2656.052	434.695	2625.453	529.666	726.188	2660.566	340.876	2631.975	2660.642	2628.314	2685.833	302.743	2686.773	2647.887	505.123	2624.667	2639.99	2642.56	2622.863	2665.085	625.072	478.677	484.1	2678.354	642.819	456.229	2639.525	2590.681	465.693	2638.668	607.455	2601.138	2628.29	2620.17	2649.755	2666.698	517.093	257.125	439.804	408.333	2669.948	429.396	2655.269	433.393	510.632	568.608	2652.374	2637.567	354.04	2614.062	443.731	2729.298	564.432	430.862	568.217	399.62	586.405	2655.527	2614.669	433.957	371.23	567.653	396.578	2668.401	512.925	0.0	2611.526	2672.593	408.815	2659.269	468.667	2636.13	369.99	2652.672	2626.953	634.375	2701.561	400.618	2629.433	525.819	2678.994	562.947	2657.754	2677.774	2610.106	470.575	396.897	318.998	2675.026	413.843	2663.19	2653.989	458.543	2676.316	342.457	629.403	540.539	578.255	
SHH_INV_models20421.py	3474.726	2292.546	2292.418	3466.373	3499.206	3490.766	2249.93	2217.917	2318.62	2331.765	3557.739	2290.736	2263.96	2338.462	2168.798	3570.594	2355.995	3571.282	2364.308	3583.377	2394.872	3553.269	3450.365	3370.516	3547.976	2380.131	3613.931	2396.618	2383.684	2360.482	3654.188	3597.315	3521.487	2538.228	2508.006	2480.12	3780.492	3805.066	2604.243	2606.955	453.616	2612.786	313.974	2633.371	2609.309	2646.618	428.428	2603.964	587.996	2582.232	2634.408	438.418	421.02	2614.831	2583.725	2584.122	2634.216	2590.988	2641.696	590.563	2595.035	507.428	2628.347	538.342	445.04	2600.452	2635.201	309.075	2636.157	592.603	2601.492	2667.335	484.382	2670.016	495.193	2601.008	2617.173	2576.496	599.952	606.058	500.295	2594.024	2613.135	2606.2	390.341	2650.096	602.931	364.501	568.391	485.361	480.105	476.831	2583.585	2608.374	2603.849	526.912	568.435	553.772	527.878	2643.836	2604.393	498.795	489.063	2623.354	494.766	2628.497	2664.528	483.708	2594.03	539.133	360.803	400.908	607.293	2616.034	567.767	433.912	2624.821	456.147	450.004	539.532	403.435	513.11	2646.613	2568.458	2584.418	449.639	2633.492	2586.911	379.015	454.038	2609.767	525.31	2630.39	387.591	493.57	510.48	502.767	525.998	2585.551	2627.122	2628.442	2599.36	630.174	2608.044	491.131	2567.68	2630.136	2650.321	551.173	570.922	2579.974	468.604	2589.487	631.31	2673.419	2590.076	2647.97	2631.901	2646.387	534.681	431.683	2601.646	2577.597	2633.012	2609.845	369.57	2620.668	2611.526	0.0	570.611	2613.669	526.975	2579.911	389.678	2610.042	498.044	411.467	2673.307	586.797	2630.759	475.323	2606.759	571.524	2636.71	427.318	529.537	355.198	2613.801	2569.228	2600.051	437.811	2586.69	544.082	495.187	2630.124	436.378	2626.23	2650.024	2564.272	2581.081	
SHH_INV_models29262.py	3462.714	2239.232	2223.983	3464.088	3490.537	3514.572	2214.448	2167.415	2271.716	2273.156	3542.073	2260.846	2228.396	2257.492	2169.997	3596.841	2278.147	3559.969	2413.355	3602.008	2440.583	3544.037	3425.137	3396.442	3543.223	2311.106	3633.916	2344.264	2285.007	2355.075	3686.696	3626.002	3479.434	2575.222	2566.386	2514.361	3806.75	3827.438	2661.275	2671.516	661.16	2663.417	602.991	2667.659	2681.149	2680.616	502.127	2646.202	562.763	2621.631	2704.961	558.177	571.813	2667.551	2625.825	2633.769	2679.698	2639.009	2696.558	580.75	2640.538	468.795	2646.268	564.642	511.798	2668.798	2634.524	511.836	2681.224	559.739	2633.481	2688.908	615.615	2674.991	607.818	2671.802	2663.491	2635.881	590.642	680.269	572.163	2625.494	2644.114	2649.159	628.468	2680.226	615.742	570.774	690.573	461.145	549.874	554.811	2610.585	2639.337	2645.052	500.527	438.143	645.607	484.359	2675.214	2673.065	598.353	471.612	2647.524	528.949	2684.343	2721.924	365.603	2632.927	718.165	496.583	630.631	571.524	2668.783	454.106	580.015	2654.123	559.203	631.632	457.89	522.896	487.768	2686.947	2601.238	2649.6	639.477	2682.353	2617.633	548.385	440.542	2632.712	589.532	2660.644	726.262	465.522	656.934	532.254	563.681	2650.088	2680.904	2670.988	2636.101	599.692	2668.575	528.122	2640.604	2700.803	2652.734	578.95	525.217	2640.123	392.473	2615.603	491.595	2676.195	2605.522	2706.167	2668.963	2692.165	447.456	541.119	2634.981	2629.54	2641.626	2653.421	549.034	2663.86	2672.593	570.611	0.0	2639.831	613.531	2597.539	637.176	2648.041	605.665	651.983	2683.548	531.593	2668.738	440.252	2650.952	473.025	2650.831	630.625	501.431	598.446	2613.446	2630.368	2625.651	602.157	2654.605	486.016	479.646	2665.202	473.808	2692.987	2714.01	2600.162	2629.079	
SHH_INV_models23725.py	2160.491	3506.461	3524.227	2159.019	2226.459	2259.574	3464.702	3427.391	3556.084	3533.694	2273.155	3467.196	3450.003	3537.75	3421.367	2285.048	3577.434	2255.97	3532.304	2329.398	3594.78	2312.455	2187.555	2085.724	2313.459	3592.474	2325.51	3565.692	3550.521	3584.514	2420.636	2365.468	2361.218	3706.877	3672.851	3696.881	2568.66	2619.646	398.717	497.266	2666.938	439.415	2614.767	563.229	465.834	511.048	2619.537	401.132	2615.42	484.301	531.815	2622.574	2659.147	349.015	567.455	405.696	522.015	448.025	552.153	2631.329	401.488	2658.518	330.077	2636.414	2647.408	511.104	482.383	2624.228	455.716	2600.527	546.246	440.582	2645.603	409.681	2626.371	504.061	397.373	540.358	2653.246	2619.753	2625.445	558.313	521.229	357.043	2626.814	317.743	2647.892	2632.889	2614.293	2601.082	2615.579	2632.711	404.343	552.22	473.675	2610.223	2673.196	2643.424	2664.121	435.041	498.233	2656.863	2637.465	499.483	2620.785	462.598	679.084	2632.772	310.537	2634.169	2648.549	2633.359	2650.244	366.32	2653.885	2631.513	530.85	2604.922	2623.324	2623.273	2606.129	2644.149	590.915	513.913	478.541	2661.989	582.265	456.619	2624.61	2591.462	475.686	2621.89	586.102	2617.939	2614.788	2608.848	2637.889	2652.369	511.189	377.756	476.742	491.943	2654.598	432.829	2649.449	483.486	539.958	469.098	2640.991	2626.897	413.455	2593.49	347.348	2691.426	451.43	446.674	553.389	337.65	482.881	2632.66	2613.051	519.87	395.276	439.96	354.114	2656.253	437.998	408.815	2613.669	2639.831	0.0	2651.298	501.178	2644.043	381.096	2644.025	2626.882	509.101	2679.235	526.87	2614.974	466.693	2655.515	509.383	2649.072	2655.252	2598.977	494.912	442.852	269.959	2662.129	454.083	2644.171	2632.896	510.491	2648.58	492.796	597.6	541.357	514.61	
SHH_INV_models19816.py	3493.435	2356.015	2345.94	3483.518	3509.083	3511.061	2280.704	2273.882	2373.254	2391.036	3559.812	2342.853	2292.766	2377.067	2203.686	3582.868	2403.275	3584.818	2314.764	3574.126	2375.458	3575.711	3476.103	3407.467	3563.524	2412.341	3632.964	2468.349	2430.359	2356.876	3659.696	3606.612	3521.6	2485.818	2498.706	2483.115	3781.594	3811.753	2653.92	2636.381	651.248	2661.314	481.045	2656.981	2644.193	2692.334	601.217	2648.541	603.393	2601.568	2667.123	515.919	600.478	2645.691	2606.125	2616.045	2678.149	2625.296	2695.138	472.977	2628.544	681.921	2661.339	751.941	659.725	2642.59	2656.784	486.221	2696.789	600.038	2629.529	2700.561	577.615	2711.931	666.078	2631.095	2640.994	2614.979	763.534	666.553	645.719	2629.87	2655.626	2647.09	611.006	2686.066	823.047	614.922	589.252	513.003	472.658	593.338	2625.782	2613.674	2642.81	568.495	707.87	791.194	720.407	2696.349	2646.5	664.837	369.635	2638.47	488.311	2649.523	2701.625	640.772	2616.983	453.261	587.315	489.129	755.361	2665.317	785.522	492.786	2626.552	579.325	496.279	541.292	589.127	528.035	2715.605	2605.126	2597.837	443.795	2665.058	2604.212	473.528	509.138	2637.325	613.678	2630.517	567.73	666.122	651.973	364.187	625.34	2627.106	2681.867	2658.386	2627.163	698.423	2639.385	795.413	2611.811	2675.747	2690.805	628.616	465.759	2629.585	448.084	2630.511	556.366	2706.215	2598.932	2663.903	2670.6	2679.554	478.978	490.362	2621.255	2627.604	2685.067	2653.664	441.45	2636.056	2659.269	526.975	613.531	2651.298	0.0	2598.302	653.829	2636.489	719.803	487.296	2710.442	726.461	2645.737	450.141	2637.496	502.328	2668.883	535.625	672.192	428.806	2622.371	2615.519	2639.977	557.033	2615.882	481.595	455.211	2626.514	547.52	2673.233	2654.905	2578.48	2606.818	
SHH_INV_models10829.py	2255.472	3486.285	3512.019	2247.759	2311.59	2311.688	3440.096	3412.863	3541.055	3527.596	2359.809	3444.064	3417.132	3531.486	3380.668	2359.159	3568.966	2333.117	3496.338	2398.129	3561.035	2355.718	2283.802	2164.648	2389.105	3562.299	2391.123	3552.217	3527.716	3564.193	2471.856	2421.6	2437.569	3679.596	3648.571	3670.499	2643.886	2644.5	440.12	437.816	2628.806	394.824	2588.358	425.978	485.883	543.559	2608.559	475.242	2562.805	335.389	510.098	2583.71	2619.765	437.699	322.069	421.945	590.469	445.272	613.274	2583.215	449.008	2624.773	477.363	2618.638	2624.782	483.297	441.428	2598.879	525.656	2555.087	339.194	627.227	2617.838	558.807	2606.219	539.702	453.249	523.236	2637.163	2593.315	2602.681	315.239	401.013	478.245	2591.86	531.171	2637.168	2603.612	2573.343	2533.118	2556.537	2620.415	402.666	425.76	527.235	2544.481	2656.854	2630.983	2633.829	585.666	496.692	2640.282	2584.321	317.485	2571.754	554.423	722.636	2616.116	446.02	2574.801	2620.717	2603.098	2634.595	490.782	2632.901	2616.072	397.157	2564.704	2589.125	2567.885	2590.216	2600.798	664.436	445.854	520.507	2636.95	690.242	328.108	2598.534	2525.652	393.427	2575.914	570.313	2568.607	2579.848	2570.622	2591.199	2627.717	602.93	487.122	461.247	278.946	2625.183	482.707	2620.283	554.541	559.714	594.474	2608.254	2573.382	451.276	2550.676	476.846	2662.287	612.55	309.162	680.372	464.265	600.772	2592.274	2560.474	382.491	432.171	556.538	525.618	2620.662	615.31	468.667	2579.911	2597.539	501.178	2598.302	0.0	2622.759	470.305	2607.814	2590.623	663.094	2649.668	385.786	2568.689	515.791	2620.62	653.77	2628.62	2631.233	2574.326	327.654	486.284	417.257	2630.451	475.6	2606.607	2592.869	418.868	2633.15	480.448	724.793	417.259	522.628	
SHH_INV_models18000.py	3495.18	2199.293	2203.37	3478.994	3524.166	3502.043	2202.193	2165.99	2219.439	2237.119	3578.229	2234.751	2221.074	2253.197	2110.532	3588.212	2263.029	3607.061	2322.493	3597.522	2346.148	3578.577	3458.91	3395.915	3566.626	2271.639	3639.745	2279.988	2283.63	2285.842	3671.811	3631.931	3521.128	2450.716	2431.858	2403.902	3794.31	3839.22	2630.498	2640.601	383.408	2658.043	387.155	2674.259	2637.927	2692.436	476.66	2635.418	564.889	2615.055	2675.291	586.235	488.728	2645.447	2620.376	2627.4	2686.714	2641.426	2672.745	613.962	2634.834	581.959	2666.128	410.931	344.478	2644.62	2674.863	423.677	2685.295	610.415	2645.013	2710.67	555.921	2714.719	480.742	2620.828	2651.615	2623.501	462.18	607.485	402.325	2645.168	2641.423	2634.869	266.961	2689.264	512.397	386.559	562.57	569.317	580.201	487.048	2636.779	2637.414	2640.835	614.474	628.164	515.353	582.495	2695.614	2631.018	440.654	604.662	2659.231	559.564	2671.331	2697.23	524.661	2622.27	623.074	451.243	384.268	628.979	2636.451	645.902	457.039	2647.396	555.176	537.066	652.076	465.565	557.239	2689.734	2590.414	2614.878	540.186	2673.97	2626.724	497.407	563.467	2639.829	674.675	2658.109	454.182	545.359	559.774	548.739	518.776	2602.502	2648.826	2671.915	2637.011	555.371	2631.143	429.874	2583.684	2670.914	2685.188	598.675	571.601	2610.894	562.481	2633.316	609.748	2714.271	2619.833	2657.534	2667.243	2681.428	609.773	509.18	2630.804	2611.089	2684.932	2628.618	482.718	2625.658	2636.13	389.678	637.176	2644.043	653.829	2622.759	0.0	2636.534	518.713	470.501	2722.906	613.868	2650.306	505.674	2633.632	518.871	2672.408	460.92	587.186	535.061	2649.225	2587.404	2627.655	540.717	2611.977	559.994	566.658	2661.935	460.757	2659.167	2648.014	2593.805	2632.248	
SHH_INV_models35002.py	2243.477	3508.738	3533.128	2226.031	2293.898	2288.621	3470.68	3440.3	3565.531	3551.9	2320.409	3476.546	3452.762	3553.984	3405.859	2328.74	3589.351	2315.125	3511.549	2363.249	3587.706	2362.257	2251.982	2136.722	2367.195	3592.822	2384.768	3585.114	3567.534	3577.827	2455.846	2413.926	2440.602	3691.556	3673.922	3694.331	2594.517	2634.082	345.333	391.676	2654.514	436.082	2604.272	568.457	421.14	551.61	2618.133	432.436	2609.9	454.43	473.276	2611.881	2641.849	257.714	502.851	408.227	589.001	399.073	554.136	2619.808	316.075	2663.145	371.538	2631.49	2648.161	453.494	550.69	2617.855	527.994	2594.072	502.167	559.009	2648.763	497.511	2618.536	404.801	430.735	485.973	2656.338	2616.208	2626.676	516.353	471.244	426.243	2611.461	485.108	2656.317	2631.955	2603.051	2593.517	2602.63	2630.093	409.473	526.169	443.54	2595.604	2683.896	2650.341	2653.902	569.461	357.063	2662.806	2622.182	500.12	2601.506	452.351	681.306	2637.422	348.051	2623.14	2638.835	2617.898	2652.351	421.816	2663.763	2625.841	434.742	2604.319	2615.637	2619.818	2597.986	2654.122	625.189	469.233	454.196	2650.386	629.9	458.918	2618.451	2574.354	487.382	2607.42	593.636	2601.986	2597.309	2601.226	2623.488	2650.087	437.213	422.283	420.461	474.961	2649.669	367.689	2651.62	392.748	563.399	518.796	2634.967	2607.806	442.055	2588.915	431.866	2695.341	533.01	431.023	552.659	445.509	468.395	2622.935	2596.297	504.446	367.875	550.206	421.073	2650.922	456.568	369.99	2610.042	2648.041	381.096	2636.489	470.305	2636.534	0.0	2650.386	2610.815	589.333	2679.501	475.324	2609.086	445.228	2650.472	539.55	2634.847	2654.235	2594.382	397.962	405.945	343.134	2647.831	412.258	2632.808	2623.916	487.588	2647.335	411.838	568.531	512.715	479.086	
SHH_INV_models12621.py	3468.095	2202.929	2207.667	3464.695	3490.355	3489.016	2134.796	2121.753	2241.409	2228.595	3543.833	2197.681	2147.549	2226.125	2094.474	3563.359	2258.31	3555.48	2322.512	3566.552	2370.945	3534.65	3440.276	3390.632	3528.104	2300.907	3601.102	2276.062	2270.485	2334.673	3632.398	3582.526	3487.192	2491.302	2493.661	2466.538	3764.014	3782.832	2649.132	2648.298	437.333	2646.094	486.95	2677.712	2643.544	2677.473	495.334	2631.319	470.676	2619.486	2662.155	500.831	502.763	2651.995	2619.338	2620.862	2666.226	2633.188	2694.427	548.998	2638.003	381.589	2662.384	488.495	397.567	2645.93	2664.199	517.169	2670.42	563.597	2641.242	2701.798	373.11	2700.379	469.471	2638.358	2639.159	2619.677	484.054	482.92	486.978	2634.19	2659.569	2635.749	513.77	2678.18	510.362	492.679	479.368	567.359	546.461	495.634	2617.391	2650.776	2635.783	584.905	520.087	428.13	567.523	2676.763	2647.193	494.869	636.098	2659.243	621.694	2662.006	2693.353	507.011	2618.965	581.264	566.247	516.151	494.307	2646.72	553.918	582.742	2653.013	429.667	517.1	570.562	554.11	453.063	2689.191	2621.074	2611.593	541.976	2681.719	2620.19	508.459	569.826	2657.89	493.066	2671.553	531.022	536.58	494.304	637.736	380.407	2630.247	2658.837	2658.566	2632.692	437.901	2635.64	460.916	2627.966	2665.658	2679.994	479.549	687.541	2613.521	567.912	2627.663	604.213	2697.786	2619.165	2675.227	2653.52	2674.481	633.439	603.121	2642.067	2607.845	2659.897	2640.867	582.137	2648.695	2652.672	498.044	605.665	2644.025	719.803	2607.814	518.713	2650.386	0.0	534.211	2712.886	513.999	2664.968	606.489	2627.752	625.242	2675.353	594.874	454.619	559.82	2645.207	2609.694	2631.864	582.173	2624.441	686.906	619.026	2666.864	583.154	2664.514	2673.278	2602.829	2626.449	
SHH_INV_models47672.py	3471.03	2317.297	2317.058	3452.859	3487.591	3487.416	2269.395	2262.225	2336.786	2349.978	3539.999	2323.636	2252.387	2356.022	2175.84	3556.719	2367.072	3566.114	2328.152	3561.313	2392.956	3556.336	3446.872	3380.593	3533.46	2389.337	3609.016	2423.241	2416.41	2380.267	3638.578	3589.639	3508.232	2518.547	2521.08	2479.148	3760.233	3799.406	2620.054	2608.082	488.959	2636.534	360.975	2652.596	2606.092	2653.689	429.89	2616.168	570.199	2593.939	2634.224	377.501	413.265	2621.684	2595.859	2594.428	2658.362	2609.626	2659.845	436.433	2593.143	555.222	2642.358	537.522	487.041	2621.975	2651.777	303.543	2672.376	535.542	2627.283	2682.538	466.183	2683.967	451.78	2608.038	2620.258	2580.215	615.076	493.328	520.861	2618.834	2635.442	2613.621	394.311	2663.118	634.749	426.343	425.696	484.863	413.836	452.985	2602.505	2606.75	2608.441	479.053	604.827	604.488	576.084	2678.484	2608.207	534.284	427.031	2637.262	409.141	2644.181	2664.401	499.699	2588.213	513.432	425.465	406.806	619.98	2625.701	659.161	322.825	2612.665	412.896	373.621	524.216	386.898	526.469	2676.048	2581.664	2580.999	399.194	2656.014	2602.416	381.512	470.528	2627.717	522.251	2625.272	424.721	556.752	355.062	394.036	502.142	2598.113	2642.791	2627.518	2619.731	551.441	2614.453	605.554	2574.408	2652.706	2658.496	445.276	425.326	2595.104	491.472	2609.418	589.758	2677.227	2584.021	2650.511	2642.89	2648.21	469.573	498.252	2613.689	2587.343	2654.792	2621.379	366.298	2604.222	2626.953	411.467	651.983	2626.882	487.296	2590.623	470.501	2610.815	534.211	0.0	2687.178	598.993	2635.631	404.575	2607.23	507.656	2639.063	308.503	573.202	315.205	2611.223	2577.537	2608.003	424.214	2592.677	443.315	440.544	2626.75	522.274	2637.477	2623.082	2568.836	2579.622	
SHH_INV_models24874.py	2120.287	3538.809	3549.069	2125.565	2139.623	2287.89	3491.328	3458.4	3606.784	3570.443	2198.821	3492.848	3467.348	3566.226	3445.929	2282.23	3623.704	2186.761	3541.795	2365.189	3612.712	2259.55	2159.396	2059.654	2260.076	3635.98	2323.741	3607.924	3593.948	3613.67	2467.575	2370.421	2322.408	3762.339	3707.851	3727.816	2573.657	2587.497	644.979	588.358	2728.998	501.635	2683.59	570.94	679.494	405.814	2686.062	582.404	2679.022	610.171	602.626	2689.736	2724.371	558.978	741.153	536.214	382.717	504.368	578.251	2700.51	526.299	2719.806	433.852	2712.868	2720.567	587.64	428.127	2683.784	482.479	2678.6	622.765	280.235	2702.122	374.473	2697.839	782.425	552.027	609.699	2739.022	2697.566	2705.446	624.383	672.353	622.624	2707.731	461.779	2726.182	2718.353	2689.694	2673.327	2664.331	2709.232	541.5	571.38	452.599	2680.091	2736.312	2719.475	2728.727	420.506	686.38	2714.68	2691.788	658.249	2687.08	557.507	771.597	2685.414	562.502	2692.881	2721.618	2700.382	2726.775	561.941	2732.676	2700.419	702.603	2683.856	2699.295	2694.287	2657.053	2714.141	397.67	634.806	699.52	2734.078	533.925	714.813	2693.354	2654.38	627.304	2680.623	527.986	2670.12	2679.52	2680.34	2712.944	2718.348	743.759	625.386	520.76	673.801	2744.694	684.613	2723.015	694.157	565.018	412.823	2711.935	2697.084	597.336	2662.254	439.703	2773.952	305.656	663.437	897.948	583.138	647.342	2698.762	2687.267	646.505	625.193	328.469	586.81	2720.392	731.623	634.375	2673.307	2683.548	509.101	2710.442	663.094	2722.906	589.333	2712.886	2687.178	0.0	2769.42	715.355	2674.885	624.65	2740.067	354.426	2712.981	2709.974	2660.387	616.601	682.817	549.608	2713.357	700.321	2709.958	2694.243	642.322	2703.967	655.003	902.55	721.347	538.258	
SHH_INV_models41386.py	3506.904	2264.175	2263.285	3502.912	3550.296	3522.967	2233.848	2205.337	2283.687	2294.894	3590.379	2295.568	2240.574	2287.05	2198.86	3607.937	2291.809	3605.632	2441.064	3598.178	2487.788	3586.008	3464.974	3435.517	3575.066	2343.141	3638.648	2358.619	2319.245	2402.897	3667.682	3630.623	3520.576	2574.49	2610.592	2547.57	3810.335	3831.984	2693.997	2712.285	648.43	2710.569	552.209	2744.456	2700.438	2750.135	433.969	2689.201	628.656	2678.597	2736.132	454.916	503.959	2705.208	2668.861	2679.262	2750.21	2689.303	2761.367	598.04	2676.216	352.302	2694.957	474.749	424.017	2719.8	2724.893	549.068	2742.121	610.981	2705.592	2766.425	569.04	2745.859	495.385	2690.646	2697.236	2676.793	512.803	544.75	506.466	2692.025	2709.973	2678.989	556.575	2732.134	500.837	489.298	566.993	559.102	662.873	488.698	2649.283	2712.632	2690.301	511.118	351.11	518.934	362.079	2741.462	2697.431	595.483	599.748	2712.157	584.84	2729.541	2760.091	423.614	2663.284	788.156	473.464	631.763	398.52	2705.818	304.382	580.714	2707.357	471.704	539.518	499.073	558.872	544.846	2766.239	2666.924	2668.837	558.066	2760.757	2660.239	520.926	547.401	2702.073	479.773	2743.342	722.847	443.252	541.734	605.207	495.401	2681.191	2708.642	2712.335	2686.116	382.932	2695.617	484.442	2676.212	2760.179	2725.105	407.672	599.915	2674.615	553.578	2672.999	530.037	2743.603	2652.747	2713.806	2693.441	2727.336	529.716	645.415	2699.256	2664.222	2712.179	2688.726	561.944	2686.585	2701.561	586.797	531.593	2679.235	726.461	2649.668	613.868	2679.501	513.999	598.993	2769.42	0.0	2719.373	597.127	2685.899	534.085	2728.929	604.4	410.457	600.829	2675.675	2657.339	2661.407	558.286	2678.371	600.683	604.806	2722.755	565.008	2727.433	2711.401	2652.891	2676.166	
